"code","name","years","year","age","mx","mx_f","mx_m","lx","lx_f","lx_m","ex","ex_f","ex_m","Total","Male","Female","best_practice","best_practice_alt"
"JPN","Japan","(2000,2005]",2003,75,0.025096,0.016142,0.036562,0.76599,0.84715,0.685366,13.14,14.612,11.01,1085416.274,474207.486,611208.788,1,1
"JPN","Japan","(2000,2005]",2003,76,0.0277,0.018142,0.040388,0.747008,0.833582,0.660762,12.462,13.844,10.404,1018902.3,435461.238,583441.062,1,1
"JPN","Japan","(2000,2005]",2003,77,0.030756,0.020668,0.044816,0.726602,0.818598,0.634606,11.796,13.088,9.812,944596.96,390932.616,553664.344,1,1
"JPN","Japan","(2000,2005]",2003,78,0.033914,0.023276,0.049694,0.70459,0.801856,0.606796,11.148,12.35,9.238,867406.61,344949.124,522457.486,1,1
"JPN","Japan","(2000,2005]",2003,79,0.037758,0.026748,0.055288,0.681098,0.78341,0.57737,10.516,11.632,8.686,786263.654,299400.69,486862.964,1,1
"JPN","Japan","(2000,2005]",2003,80,0.042354,0.030682,0.062758,0.655858,0.76274,0.54631,9.9,10.93,8.15,710241.394,255435.758,454805.636,1,1
"JPN","Japan","(2000,2005]",2003,81,0.047288,0.035166,0.069864,0.628654,0.739698,0.513068,9.306,10.258,7.644,637170.562,220491.998,416678.564,1,1
"JPN","Japan","(2000,2005]",2003,82,0.053016,0.040232,0.078,0.59962,0.714144,0.47844,8.732,9.604,7.162,569147.526,192168.348,376979.178,1,1
"JPN","Japan","(2000,2005]",2003,83,0.05959,0.04603,0.086988,0.568662,0.685988,0.442534,8.184,8.978,6.7,513321.116,170321.71,342999.406,1,1
"JPN","Japan","(2000,2005]",2003,84,0.067326,0.052932,0.097182,0.535768,0.655136,0.405654,7.654,8.38,6.266,459623.88,150253.176,309370.704,1,1
"JPN","Japan","(2000,2005]",2003,85,0.075964,0.06056,0.108784,0.500884,0.621364,0.368072,7.154,7.806,5.856,405821.978,130358.438,275463.54,1,1
"JPN","Japan","(2000,2005]",2003,86,0.084938,0.06896,0.12014,0.464244,0.584854,0.330108,6.68,7.26,5.472,365887.504,114654.186,251233.318,1,1
"JPN","Japan","(2000,2005]",2003,87,0.09582,0.079224,0.133856,0.42643,0.545886,0.292704,6.228,6.746,5.106,326315.006,99453.35,226861.656,1,1
"JPN","Japan","(2000,2005]",2003,88,0.107038,0.090064,0.147742,0.387456,0.50431,0.25599,5.804,6.262,4.768,283535.482,83592.224,199943.258,1,1
"JPN","Japan","(2000,2005]",2003,89,0.119424,0.102368,0.1625,0.348104,0.460866,0.220786,5.402,5.804,4.448,242408.618,68844.39,173564.228,1,1
"JPN","Japan","(2000,2005]",2003,90,0.133784,0.116012,0.181208,0.308896,0.416012,0.187616,5.024,5.376,4.148,201910.3,55113.192,146797.108,1,1
"JPN","Japan","(2000,2005]",2003,91,0.149544,0.131928,0.199436,0.270178,0.37042,0.15645,4.674,4.976,3.872,163822.476,42733.046,121089.43,1,1
"JPN","Japan","(2000,2005]",2003,92,0.164732,0.147558,0.216394,0.232608,0.3246,0.128094,4.348,4.61,3.622,130115.402,32526.6,97588.802,1,1
"JPN","Japan","(2005,2010]",2008,62,0.006874,0.003996,0.009888,0.920144,0.946688,0.89427,23.772,26.262,20.924,1719051.624,839544.714,879506.91,1,1
"JPN","Japan","(2005,2010]",2008,63,0.007422,0.004292,0.010726,0.913836,0.942914,0.88547,22.936,25.366,20.128,1632486.43,793187.544,839298.886,1,1
"JPN","Japan","(2005,2010]",2008,64,0.007976,0.004612,0.011566,0.907082,0.938872,0.876024,22.102,24.472,19.342,1665928.482,805905.298,860023.184,1,1
"JPN","Japan","(2005,2010]",2008,65,0.008678,0.005082,0.012546,0.899876,0.934554,0.865952,21.272,23.582,18.558,1697505.584,818326.086,879179.498,1,1
"JPN","Japan","(2005,2010]",2008,66,0.009336,0.00548,0.013512,0.892098,0.929818,0.855156,20.452,22.702,17.788,1637528.63,786705.402,850823.228,1,1
"JPN","Japan","(2005,2010]",2008,67,0.01013,0.006006,0.014624,0.883806,0.924736,0.84368,19.64,21.824,17.02,1573365.08,752370.586,820994.494,1,1
"JPN","Japan","(2005,2010]",2008,68,0.01098,0.00659,0.015812,0.874904,0.9192,0.83143,18.838,20.95,16.266,1515246.99,720860.418,794386.572,1,1
"JPN","Japan","(2005,2010]",2008,69,0.0122,0.007396,0.017552,0.865348,0.913162,0.818392,18.04,20.09,15.516,1463434.982,691868.594,771566.388,1,1
"JPN","Japan","(2005,2010]",2008,70,0.01334,0.008128,0.019226,0.854854,0.906432,0.804152,17.254,19.232,14.782,1426299.136,669100.916,757198.22,1,1
"JPN","Japan","(2005,2010]",2008,71,0.014766,0.00903,0.021344,0.84353,0.899096,0.788844,16.48,18.384,14.06,1409933.212,655546.214,754386.998,1,1
"JPN","Japan","(2005,2010]",2008,72,0.016454,0.010222,0.02374,0.831168,0.891012,0.772188,15.718,17.548,13.354,1384395.074,637471.86,746923.214,1,1
"JPN","Japan","(2005,2010]",2008,73,0.01828,0.01147,0.026398,0.817604,0.881952,0.754074,14.97,16.724,12.66,1342406.012,611546.066,730859.946,1,1
"JPN","Japan","(2005,2010]",2008,74,0.020356,0.012804,0.029558,0.802798,0.871892,0.734432,14.238,15.908,11.986,1288708.634,580162.078,708546.556,1,1
"JPN","Japan","(2005,2010]",2008,75,0.022816,0.014568,0.033104,0.786626,0.860802,0.71305,13.518,15.108,11.33,1230778.372,546954.658,683823.714,1,1
"JPN","Japan","(2005,2010]",2008,76,0.025454,0.016248,0.037232,0.768882,0.848352,0.689838,12.818,14.322,10.694,1177810.99,515988.822,661822.168,1,1
"JPN","Japan","(2005,2010]",2008,77,0.02856,0.018528,0.041748,0.749562,0.834684,0.664634,12.138,13.55,10.08,1119567.586,483013.538,636554.048,1,1
"JPN","Japan","(2005,2010]",2008,78,0.031866,0.02104,0.046538,0.728462,0.819364,0.637464,11.474,12.792,9.492,1056162.392,447656.116,608506.276,1,1
"JPN","Japan","(2005,2010]",2008,79,0.035522,0.023674,0.052144,0.705616,0.802306,0.608482,10.83,12.054,8.918,994445.806,412746.908,581698.898,1,1
"JPN","Japan","(2005,2010]",2008,80,0.040228,0.027414,0.059076,0.680996,0.783536,0.57757,10.202,11.332,8.37,923342.898,371611.58,551731.318,1,1
"JPN","Japan","(2005,2010]",2008,81,0.045064,0.031388,0.0662,0.654148,0.762354,0.544438,9.6,10.632,7.85,848466.038,331688.854,516777.184,1,1
"JPN","Japan","(2005,2010]",2008,82,0.050178,0.035904,0.073648,0.625326,0.738798,0.509562,9.022,9.954,7.352,767405.298,286915.538,480489.76,1,1
"JPN","Japan","(2005,2010]",2008,83,0.056026,0.041364,0.08215,0.594724,0.712752,0.47338,8.46,9.3,6.876,688609.944,244489.766,444120.178,1,1
"JPN","Japan","(2005,2010]",2008,84,0.06262,0.047574,0.09191,0.562316,0.683876,0.436038,7.918,8.672,6.422,609744.254,203537.16,406207.094,1,1
"JPN","Japan","(2005,2010]",2008,85,0.07048,0.055054,0.10333,0.528176,0.652108,0.397728,7.396,8.07,5.992,538121.248,169678.862,368442.386,1,1
"JPN","Japan","(2005,2010]",2008,86,0.07865,0.063002,0.114746,0.492222,0.617188,0.358648,6.898,7.5,5.588,467133.718,139787.36,327346.358,1,1
"JPN","Japan","(2005,2010]",2008,87,0.08831,0.072554,0.127114,0.454978,0.579506,0.319738,6.424,6.954,5.21,401344.024,115539.166,285804.858,1,1
"JPN","Japan","(2005,2010]",2008,88,0.099724,0.08342,0.141922,0.416514,0.538952,0.281534,5.972,6.44,4.848,346457.328,96735.93,249721.398,1,1
"JPN","Japan","(2005,2010]",2008,89,0.112414,0.095554,0.158026,0.376966,0.495806,0.244228,5.546,5.956,4.512,294869.38,79922.008,214947.372,1,1
"JPN","Japan","(2005,2010]",2008,90,0.126848,0.109482,0.176036,0.33686,0.450608,0.208472,5.148,5.504,4.202,246269.982,64614.502,181655.48,1,1
"JPN","Japan","(2005,2010]",2008,91,0.141764,0.12452,0.193178,0.296696,0.403858,0.174748,4.776,5.082,3.914,208853.004,52704.942,156148.062,1,1
"JPN","Japan","(2005,2010]",2008,92,0.158598,0.141134,0.213596,0.257434,0.356542,0.143968,4.428,4.692,3.646,174313.354,42135.312,132178.042,1,1
"JPN","Japan","(2010,2015]",2013,67,0.009786,0.005726,0.014164,0.893108,0.928622,0.858378,20.014,22.166,17.494,1657853.218,796883.96,860969.258,0,1
"JPN","Japan","(2010,2015]",2013,68,0.010586,0.006232,0.015342,0.884418,0.923322,0.846308,19.206,21.29,16.738,1567455.284,747913.064,819542.22,0,1
"JPN","Japan","(2010,2015]",2013,69,0.0115,0.00686,0.016638,0.875106,0.917588,0.833426,18.406,20.42,15.988,1592629.104,755040.272,837588.832,0,1
"JPN","Japan","(2010,2015]",2013,70,0.012624,0.007542,0.018314,0.865102,0.911316,0.819678,17.612,19.558,15.248,1615218.452,761528.442,853690.01,0,1
"JPN","Japan","(2010,2015]",2013,71,0.013752,0.008364,0.019854,0.854252,0.90447,0.804806,16.832,18.7,14.522,1550177.288,726650.44,823526.848,0,1
"JPN","Japan","(2010,2015]",2013,72,0.015042,0.009266,0.021668,0.84259,0.896936,0.788986,16.056,17.854,13.8,1481169.554,689198.916,791970.638,0,1
"JPN","Japan","(2010,2015]",2013,73,0.01659,0.01033,0.023886,0.830012,0.888668,0.772078,15.292,17.016,13.094,1417191.832,653900.374,763291.458,0,1
"JPN","Japan","(2010,2015]",2013,74,0.01827,0.01154,0.026252,0.81636,0.879536,0.753858,14.538,16.188,12.396,1358848.542,620720.416,738128.126,0,1
"JPN","Japan","(2010,2015]",2013,75,0.020334,0.012958,0.029258,0.801584,0.869446,0.734336,13.8,15.368,11.712,1313458.702,593006.242,720452.46,0,1
"JPN","Japan","(2010,2015]",2013,76,0.022748,0.014728,0.032688,0.785456,0.858256,0.71317,13.072,14.562,11.048,1285795.632,572793.78,713001.852,0,1
"JPN","Japan","(2010,2015]",2013,77,0.025726,0.016818,0.03707,0.767798,0.845712,0.690252,12.358,13.77,10.396,1249051.652,548116.002,700935.65,0,1
"JPN","Japan","(2010,2015]",2013,78,0.028964,0.01921,0.041766,0.748308,0.831614,0.665146,11.668,12.996,9.768,1196616.686,516330.246,680286.44,0,1
"JPN","Japan","(2010,2015]",2013,79,0.032788,0.02215,0.047214,0.726952,0.815798,0.637956,10.996,12.238,9.164,1132408.854,479236.788,653172.066,0,1
"JPN","Japan","(2010,2015]",2013,80,0.037108,0.02545,0.0535,0.70352,0.797934,0.608564,10.346,11.502,8.582,1063362.194,440669.988,622692.206,0,1
"JPN","Japan","(2010,2015]",2013,81,0.04205,0.029364,0.060614,0.677908,0.77789,0.57689,9.72,10.786,8.026,997195.598,403276.434,593919.164,0,1
"JPN","Japan","(2010,2015]",2013,82,0.04758,0.033788,0.068678,0.650008,0.755392,0.542988,9.112,10.092,7.496,929121.812,366240.996,562880.816,0,1
"JPN","Japan","(2010,2015]",2013,83,0.053664,0.038894,0.077338,0.61982,0.730306,0.506976,8.534,9.42,6.994,852152.564,326098.656,526053.908,0,1
"JPN","Japan","(2015,2020]",2018,71,0.013034,0.007782,0.018886,0.868124,0.913282,0.823794,17.402,19.298,15.128,1675642.764,792119.85,883522.914,0,1
"JPN","Japan","(2015,2020]",2018,72,0.014166,0.008444,0.02065,0.85688,0.906202,0.808384,16.622,18.444,14.406,1560403.096,730948.88,829454.216,0,1
"JPN","Japan","(2015,2020]",2018,73,0.015402,0.009322,0.022416,0.844826,0.898582,0.79186,15.852,17.598,13.696,1466801.378,679802.452,786998.926,0,1
"JPN","Japan","(2015,2020]",2018,74,0.017054,0.010416,0.024858,0.831918,0.890244,0.774306,15.092,16.758,12.994,1481506.05,680066.576,801439.474,0,1
"JPN","Japan","(2015,2020]",2018,75,0.018982,0.011866,0.027494,0.817848,0.881018,0.755298,14.342,15.928,12.308,1492512.904,679205.232,813307.672,0,1
"JPN","Japan","(2015,2020]",2018,76,0.02091,0.01321,0.03028,0.802472,0.870628,0.734812,13.608,15.112,11.638,1421553.538,641120.516,780433.022,0,1
"JPN","Japan","(2015,2020]",2018,77,0.023114,0.014864,0.03335,0.785868,0.859204,0.712892,12.884,14.306,10.98,1346270.724,600473.664,745797.06,0,1
"JPN","Japan","(2015,2020]",2018,78,0.025836,0.017082,0.036948,0.767912,0.846528,0.689512,12.174,13.512,10.336,1274462.986,561112.768,713350.218,0,1
"JPN","Japan","(2015,2020]",2018,79,0.029142,0.019626,0.04154,0.748322,0.832188,0.6645,11.478,12.736,9.706,1206951.392,523436.46,683514.932,0,1
"JPN","Japan","(2015,2020]",2018,80,0.033034,0.022716,0.04687,0.726832,0.81602,0.637462,10.802,11.978,9.1,1149584.79,489689.552,659895.238,0,1
"JPN","Japan","(2015,2020]",2018,81,0.037328,0.025974,0.053098,0.703216,0.797692,0.608274,10.148,11.242,8.508,1107355.708,461969.316,645386.392,0,1
"JPN","Japan","(2015,2020]",2018,82,0.041998,0.02972,0.05976,0.677454,0.777242,0.576822,9.516,10.526,7.948,1055781.368,430013.266,625768.102,0,1
"JPN","Japan","(2015,2020]",2018,83,0.047994,0.034718,0.068076,0.649594,0.754484,0.543364,8.902,9.828,7.404,989998.632,392647.172,597351.46,0,1
"JPN","Japan","(2015,2020]",2018,84,0.054476,0.040358,0.076902,0.619156,0.728744,0.50761,8.316,9.156,6.892,913196.048,351205.348,561990.7,0,1
"JPN","Japan","(2015,2020]",2018,85,0.061986,0.046792,0.087446,0.586336,0.699924,0.470044,7.754,8.512,6.4,833518.024,310067.416,523450.608,0,1
"KOR","South Korea","(2005,2010]",2008,54,0.004474,0.002232,0.006714,0.944202,0.964476,0.924998,28.158,30.68,25.182,587568.2,293483.4,294084.8,0,1
"KOR","South Korea","(2010,2015]",2013,51,0.003002,0.001562,0.004408,0.962404,0.974716,0.95077,32.326,34.96,29.302,869993.6,439934.2,430059.4,0,1
"KOR","South Korea","(2010,2015]",2013,52,0.003254,0.001636,0.00484,0.959518,0.973196,0.946586,31.42,34.012,28.432,867428.4,437363.8,430064.6,0,1
"KOR","South Korea","(2010,2015]",2013,54,0.003744,0.001912,0.005566,0.953122,0.969862,0.937266,29.624,32.126,26.704,802998.6,403202.4,399796.2,0,1
"KOR","South Korea","(2010,2015]",2013,55,0.003896,0.00196,0.005826,0.949558,0.968008,0.932068,28.732,31.186,25.85,763267.2,382143.2,381124,0,1
"KOR","South Korea","(2010,2015]",2013,56,0.004274,0.00217,0.006374,0.945868,0.966114,0.926654,27.842,30.244,24.996,716026.8,358570.4,357456.4,0,1
"KOR","South Korea","(2010,2015]",2013,57,0.004488,0.002258,0.006734,0.941838,0.964022,0.920766,26.96,29.31,24.154,666562.4,332067.6,334494.8,0,1
"KOR","South Korea","(2010,2015]",2013,58,0.004916,0.002506,0.007366,0.93762,0.961846,0.914594,26.078,28.376,23.312,629938.8,312223.4,317715.4,0,1
"KOR","South Korea","(2010,2015]",2013,59,0.005298,0.002646,0.008008,0.93302,0.959444,0.90788,25.208,27.446,22.482,576193.8,284471,291722.8,0,1
"KOR","South Korea","(2010,2015]",2013,60,0.005668,0.002918,0.00849,0.928094,0.956902,0.900644,24.336,26.52,21.656,523520.8,258535.2,264985.6,0,1
"KOR","South Korea","(2010,2015]",2013,61,0.006188,0.00321,0.009268,0.92285,0.954116,0.893032,23.47,25.594,20.84,493367.8,242287.6,251080.2,0,1
"KOR","South Korea","(2010,2015]",2013,62,0.00672,0.003512,0.01006,0.917156,0.951054,0.884796,22.614,24.674,20.028,479083.2,234847.2,244236,0,1
"KOR","South Korea","(2010,2015]",2013,63,0.007284,0.003876,0.010852,0.911016,0.947722,0.875944,21.76,23.76,19.224,454754.2,221700.4,233053.8,0,1
"KOR","South Korea","(2010,2015]",2013,64,0.007818,0.004238,0.011612,0.904406,0.944052,0.866492,20.918,22.85,18.43,442683.2,214969,227714.2,0,1
"KOR","South Korea","(2010,2015]",2013,66,0.009176,0.005104,0.013616,0.889874,0.935676,0.845984,19.242,21.046,16.852,396095.6,189015.4,207080.2,0,1
"KOR","South Korea","(2015,2020]",2018,52,0.00274333333333333,0.00148333333333333,0.00396,0.965123333333333,0.976056666666667,0.954733333333333,32.4466666666667,34.93,29.63,814815.666666667,412856.666666667,401959,0,1
"KOR","South Korea","(2015,2020]",2018,54,0.00313333333333333,0.00168666666666667,0.00453666666666667,0.959606666666667,0.973073333333333,0.946823333333333,30.63,33.0333333333333,27.8666666666667,850904,431097.666666667,419806.333333333,0,1
"KOR","South Korea","(2015,2020]",2018,55,0.00341666666666667,0.00174,0.00506333333333333,0.956603333333333,0.971433333333333,0.942536666666667,29.7233333333333,32.0866666666667,26.99,893384.666666667,448430,444954.666666667,0,1
"KOR","South Korea","(2015,2020]",2018,57,0.00403666666666667,0.00209333333333333,0.00599333333333333,0.949863333333333,0.96789,0.932723333333333,27.9266666666667,30.2033333333333,25.2666666666667,838547,417852,420695,0,1
"KOR","South Korea","(2015,2020]",2018,58,0.00427,0.00217333333333333,0.00638333333333333,0.946036666666667,0.965866666666667,0.927146666666667,27.04,29.2633333333333,24.4166666666667,788490.333333333,394004,394486.333333333,0,1
"KOR","South Korea","(2015,2020]",2018,59,0.00452666666666667,0.00232333333333333,0.00673666666666667,0.942003333333333,0.963763333333333,0.921253333333333,26.1533333333333,28.3266666666667,23.57,737056,368262.333333333,368793.666666667,0,1
"KOR","South Korea","(2015,2020]",2018,60,0.00489,0.0025,0.00732,0.93775,0.96153,0.915066666666667,25.27,27.3933333333333,22.7233333333333,718097.333333333,355184.333333333,362913,0,1
"KOR","South Korea","(2015,2020]",2018,61,0.00529666666666667,0.00276,0.00790666666666667,0.933173333333333,0.95913,0.90839,24.39,26.4566666666667,21.8866666666667,665808,328156,337652,0,1
"KOR","South Korea","(2015,2020]",2018,62,0.00577,0.00307,0.00857,0.928243333333333,0.956486666666667,0.901236666666667,23.52,25.53,21.0566666666667,610356.333333333,298881.333333333,311475,0,1
"KOR","South Korea","(2015,2020]",2018,63,0.0062,0.00321666666666667,0.00931333333333333,0.922906666666667,0.953553333333333,0.893553333333333,22.65,24.61,20.2366666666667,565644,277238.666666667,288405.333333333,0,1
"KOR","South Korea","(2015,2020]",2018,64,0.00679666666666667,0.00358333333333333,0.0101766666666667,0.917203333333333,0.95049,0.885263333333333,21.79,23.6833333333333,19.42,504007,245014.333333333,258992.666666667,0,1
"KOR","South Korea","(2015,2020]",2018,65,0.00723,0.00394333333333333,0.0107166666666667,0.910986666666667,0.947093333333333,0.876303333333333,20.9366666666667,22.7666666666667,18.61,479248,232537.333333333,246710.666666667,0,1
"KOR","South Korea","(2015,2020]",2018,66,0.00815,0.00434333333333333,0.0122133333333333,0.904426666666667,0.943363333333333,0.866963333333333,20.0833333333333,21.8566666666667,17.8066666666667,438195,211673.333333333,226521.666666667,0,1
"KOR","South Korea","(2015,2020]",2018,67,0.00893333333333333,0.00496,0.0132266666666667,0.89709,0.939276666666667,0.856436666666667,19.2433333333333,20.95,17.02,447190.333333333,215209,231981.333333333,0,1
"KOR","South Korea","(2015,2020]",2018,68,0.00978333333333333,0.00555,0.0144033333333333,0.889106666666667,0.934633333333333,0.84518,18.4066666666667,20.0466666666667,16.2366666666667,448166.666666667,213874.333333333,234292.333333333,0,1
"KOR","South Korea","(2015,2020]",2018,69,0.0108433333333333,0.00629,0.01589,0.88045,0.92946,0.833096666666667,17.5866666666667,19.1566666666667,15.47,416609.666666667,197683,218926.666666667,0,1
"KOR","South Korea","(2015,2020]",2018,70,0.0118166666666667,0.00700333333333333,0.01723,0.870956666666667,0.92363,0.819966666666667,16.7733333333333,18.2766666666667,14.71,373418.333333333,175131.333333333,198287,0,1
"LTU","Lithuania","(1955,1960]",1958,90,0.185565,0.176095,0.209795,0.0946,0.118755,0.063775,4.46,4.645,3.995,798.04,217.025,581.015,0,1
"LTU","Lithuania","(1960,1965]",1963,85,0.137374,0.126002,0.16215,0.230478,0.279426,0.170702,5.618,5.834,5.15,2622.974,802.102,1820.872,0,1
"LTU","Lithuania","(1960,1965]",1963,90,0.183272,0.17599,0.201746,0.107806,0.136106,0.072718,4.412,4.536,4.094,967.902,287.078,680.824,0,1
"LTU","Lithuania","(1965,1970]",1968,90,0.185326,0.178912,0.200132,0.11081,0.142558,0.073858,4.382,4.506,4.104,1187.08,336.752,850.328,0,1
"LUX","Luxembourg","(1955,1960]",1958,7,0.00066,0,0.0013,0.96016,0.96998,0.95087,64.82,67.36,62.4,4512.52,2299.45,2213.07,0,1
"LUX","Luxembourg","(1955,1960]",1958,9,0,0,0,0.95908,0.96906,0.94964,62.89,65.42,60.48,4139.5,2095.5,2044,0,1
"LUX","Luxembourg","(1955,1960]",1958,10,0.00025,0,0.00049,0.95908,0.96906,0.94964,61.89,64.42,59.48,3955,2011,1944,0,1
"LUX","Luxembourg","(1955,1960]",1958,12,0,0,0,0.95812,0.96808,0.94871,59.95,62.48,57.54,4069.5,2079.5,1990,0,1
"LUX","Luxembourg","(1955,1960]",1958,13,0.00024,0,0.00048,0.95812,0.96808,0.94871,58.95,61.48,56.54,4063.51,2101.01,1962.5,0,1
"LUX","Luxembourg","(1955,1960]",1958,18,0.00071,0,0.00139,0.95521,0.96609,0.94492,54.13,56.6,51.76,3934.01,1987.01,1947,0,1
"LUX","Luxembourg","(1955,1960]",1958,19,0.00078,0,0.00152,0.95453,0.96609,0.94361,53.16,55.6,50.83,4181.04,2162.04,2019,0,1
"LUX","Luxembourg","(1955,1960]",1958,20,0.00023,0,0.00045,0.95379,0.96609,0.94217,52.2,54.6,49.9,4437.11,2332.1,2105.01,0,1
"LUX","Luxembourg","(1955,1960]",1958,24,0.00184,0,0.00353,0.94989,0.9638,0.93682,48.41,50.73,46.18,4396.96,2278.96,2118,0,1
"LUX","Luxembourg","(1955,1960]",1958,25,9e-04,0,0.00174,0.94814,0.9638,0.93352,47.5,49.73,45.34,4473.53,2302,2171.53,0,1
"LUX","Luxembourg","(1955,1960]",1958,28,0.00083,0.00044,0.0012,0.94415,0.96068,0.92872,44.69,46.88,42.57,4947.51,2576,2371.51,0,1
"LUX","Luxembourg","(1955,1960]",1958,34,0.00131,0,0.00268,0.93687,0.95516,0.91988,39.01,41.13,36.94,4477.47,2156.95,2320.52,0,1
"LUX","Luxembourg","(1955,1960]",1958,40,0.00138,0.0013,0.00148,0.92669,0.9461,0.90857,33.41,35.49,31.37,3822.03,1850.01,1972.02,0,1
"LUX","Luxembourg","(1955,1960]",1958,47,0.00707,0.00256,0.01162,0.90339,0.92504,0.88311,27.17,29.21,25.16,4826.08,2419.56,2406.52,0,1
"LUX","Luxembourg","(1955,1960]",1958,49,0.00522,0.00305,0.00738,0.89148,0.91837,0.86618,25.52,27.41,23.64,4632.02,2353.51,2278.51,0,1
"LUX","Luxembourg","(1955,1960]",1958,63,0.01704,0.00978,0.02548,0.75488,0.81839,0.69479,14.65,15.72,13.48,3165.06,1461.06,1704,0,1
"LUX","Luxembourg","(1960,1965]",1963,10,0.000258,8.4e-05,0.000422,0.964176,0.970008,0.958684,61.622,64.636,58.78,4461.75,2271.362,2190.388,0,1
"LUX","Luxembourg","(1960,1965]",1963,14,0.000286,9.6e-05,0.000468,0.962854,0.968828,0.957226,57.704,60.71,54.866,4191.192,2130.728,2060.464,0,1
"LUX","Luxembourg","(1960,1965]",1963,15,0.00038,0.000192,0.000564,0.962578,0.968734,0.956776,56.72,59.716,53.892,4111.908,2097.04,2014.868,0,1
"LUX","Luxembourg","(1960,1965]",1963,28,0.00102,0.000366,0.001624,0.947822,0.962018,0.934598,44.492,47.082,42.008,4547.274,2360.368,2186.906,0,1
"LUX","Luxembourg","(1960,1965]",1963,36,0.001456,0.000834,0.002066,0.93682,0.953766,0.92112,36.966,39.454,34.562,4739.536,2347.372,2392.164,0,1
"LUX","Luxembourg","(1965,1970]",1968,9,0.000316,8.2e-05,0.000542,0.97331,0.975462,0.971268,62.618,65.824,59.562,5078.68,2586.974,2491.706,0,1
"LUX","Luxembourg","(1965,1970]",1968,11,0.000318,8.2e-05,0.000544,0.972508,0.97483,0.970288,60.666,63.866,57.622,4957.296,2523.18,2434.116,0,1
"LUX","Luxembourg","(1965,1970]",1968,14,0.000414,0.000168,0.000658,0.971476,0.9741,0.968972,57.728,60.912,54.698,4733.068,2403.826,2329.242,0,1
"LUX","Luxembourg","(1965,1970]",1968,17,0.000824,0.00026,0.001362,0.969874,0.973024,0.966854,54.824,57.978,51.814,4558.998,2313.564,2245.434,0,1
"LUX","Luxembourg","(1965,1970]",1968,24,0.00117,0.000184,0.002086,0.961774,0.968686,0.955208,48.252,51.222,45.4,4384.234,2266.974,2117.26,0,1
"LUX","Luxembourg","(1965,1970]",1968,26,0.00088,0.00036,0.001364,0.959516,0.967494,0.95197,46.364,49.284,43.552,4574.086,2367.082,2207.004,0,1
"LUX","Luxembourg","(1965,1970]",1968,35,0.001202,0.000684,0.001692,0.947114,0.95936,0.935642,37.908,40.654,35.228,4896.916,2521.49,2375.426,0,1
"LUX","Luxembourg","(1970,1975]",1973,4,0.00038,0.000266,0.000488,0.98069,0.984306,0.977346,67.712,71.114,64.452,4796.484,2452.586,2343.898,0,1
"LUX","Luxembourg","(1970,1975]",1973,7,0.000464,8e-05,0.000826,0.979288,0.982902,0.97595,64.808,68.214,61.542,5192.47,2667.34,2525.13,0,1
"LUX","Luxembourg","(1970,1975]",1973,11,0.000114,7.8e-05,0.000152,0.977486,0.981978,0.973318,60.922,64.278,57.704,5252.25,2665.316,2586.934,0,1
"LUX","Luxembourg","(1975,1980]",1978,7,0.000216,9e-05,0.000336,0.983348,0.985698,0.98115,65.976,69.328,62.662,4730.51,2420.712,2309.798,0,1
"LUX","Luxembourg","(1975,1980]",1978,16,0.000726,0.000224,0.001218,0.980602,0.983136,0.978232,57.15,60.494,53.832,5536.478,2803.352,2733.126,0,1
"LUX","Luxembourg","(1975,1980]",1978,23,0.000988,0.00014,0.001834,0.972808,0.97927,0.966576,50.574,53.716,47.438,5697.446,2845.16,2852.286,0,1
"LUX","Luxembourg","(1980,1985]",1983,8,1e-04,0,0.000194,0.984872,0.987012,0.982828,66.084,69.448,62.654,4112.006,2116.576,1995.43,0,1
"LUX","Luxembourg","(1980,1985]",1983,15,0.000398,7.8e-05,0.000712,0.98329,0.986006,0.980696,59.184,62.516,55.778,5249.654,2676.128,2573.526,0,1
"LUX","Luxembourg","(1980,1985]",1983,24,0.000702,0.000196,0.001214,0.974438,0.981206,0.967838,50.676,53.798,47.452,5970.324,2954.142,3016.182,0,1
"LUX","Luxembourg","(1985,1990]",1988,9,0,0,0,0.988756,0.99019,0.987404,66.522,69.886,63.04,4153.704,2117.1,2036.604,0,1
"LUX","Luxembourg","(1985,1990]",1988,13,9.6e-05,1e-04,9.2e-05,0.988088,0.989598,0.986658,62.566,65.928,59.088,4111.652,2120.6,1991.052,0,1
"LUX","Luxembourg","(1985,1990]",1988,15,0.000184,8.6e-05,0.000276,0.987608,0.989204,0.986104,60.596,63.954,57.12,4384.554,2249.204,2135.35,0,1
"LUX","Luxembourg","(1985,1990]",1988,17,0.000424,0.000168,0.000668,0.986944,0.988852,0.98514,58.636,61.974,55.174,4818.694,2464.894,2353.8,0,1
"LUX","Luxembourg","(1985,1990]",1988,25,0.000786,0.000128,0.001428,0.9796,0.985392,0.974082,51.044,54.178,47.752,6290.762,3156.31,3134.452,0,1
"LUX","Luxembourg","(1985,1990]",1988,31,0.000888,0.00038,0.001392,0.973642,0.982512,0.965102,45.336,48.324,42.17,6297.156,3166.902,3130.254,0,1
"LUX","Luxembourg","(1985,1990]",1988,40,0.001768,0.000834,0.002624,0.962156,0.975228,0.9497,36.82,39.65,33.774,5439.354,2836.6,2602.754,0,1
