"code","name","years","year","age","mx","mx_f","mx_m","lx","lx_f","lx_m","ex","ex_f","ex_m","Hx","Hx_f","Hx_m","Total","Male","Female","best_practice","best_practice_alt"
"SWE","Sweden","(1755,1760]",1758,29,0.010934,0.010536,0.01139,0.552778,0.571332,0.533888,32.014,32.968,30.94,0.432659264923175,0.416672051781375,0.449184246628555,30525.73,14250.048,16275.682,1,1
"SWE","Sweden","(1755,1760]",1758,30,0.011422,0.011276,0.011588,0.546784,0.565364,0.52786,31.358,32.312,30.288,0.435462611847326,0.418943912234249,0.452538245910831,30936.53,14528.774,16407.756,1,1
"SWE","Sweden","(1755,1760]",1758,31,0.012406,0.012408,0.012402,0.540596,0.559048,0.521788,30.71,31.668,29.634,0.438159041899314,0.420866731760616,0.456128931315202,29444.392,13890.674,15553.718,1,1
"SWE","Sweden","(1755,1760]",1758,32,0.013046,0.013084,0.013004,0.533952,0.552182,0.515372,30.088,31.056,28.998,0.440194018172979,0.421924026750815,0.459335421600794,28041.848,13264.344,14777.504,1,1
"SWE","Sweden","(1755,1760]",1758,33,0.013286,0.013218,0.013362,0.52705,0.545028,0.50872,29.476,30.456,28.37,0.441969574603646,0.422610706835898,0.462405896935241,26722.722,12663.146,14059.576,1,1
"SWE","Sweden","(1755,1760]",1758,34,0.01307,0.012742,0.013432,0.52011,0.537894,0.50198,28.86,29.854,27.744,0.443922424225928,0.423435705356668,0.465592649740312,25448.314,12079.364,13368.95,1,1
"SWE","Sweden","(1755,1760]",1758,35,0.01253,0.011816,0.013324,0.51337,0.531104,0.495292,28.232,29.226,27.108,0.446460780040187,0.42512323875325,0.46927026118157,24157.258,11485.106,12672.152,1,1
"SWE","Sweden","(1755,1760]",1758,36,0.0117,0.01068,0.012834,0.506988,0.524874,0.488748,27.58,28.57,26.464,0.450011789905051,0.428022359825058,0.473553276261472,24180.062,11482.434,12697.628,1,1
"SWE","Sweden","(1755,1760]",1758,37,0.011566,0.010372,0.012892,0.501102,0.51931,0.482528,26.898,27.864,25.798,0.454927514629335,0.432701600693501,0.478962749551787,24042.76,11418.884,12623.876,1,1
"SWE","Sweden","(1755,1760]",1758,38,0.012122,0.01088,0.013496,0.495354,0.513958,0.476366,26.204,27.152,25.124,0.460617431473303,0.438103648807483,0.485042469235392,23783.244,11298.628,12484.616,1,1
"SWE","Sweden","(1755,1760]",1758,39,0.013362,0.0122,0.014652,0.489402,0.508404,0.470004,25.516,26.442,24.458,0.466442700534799,0.443690730140651,0.491249982838353,23497.578,11158.348,12339.23,1,1
"SWE","Sweden","(1755,1760]",1758,40,0.015044,0.014052,0.01614,0.482926,0.50225,0.463196,24.85,25.758,23.808,0.47175120919041,0.448614200402412,0.497152968317255,23308.748,11063.638,12245.11,1,1
"SWE","Sweden","(1755,1760]",1758,41,0.017138,0.01621,0.018166,0.475738,0.495258,0.45581,24.216,25.114,23.186,0.476078713220497,0.452285744532013,0.502307774723305,22067.066,10471.156,11595.91,1,1
"SWE","Sweden","(1755,1760]",1758,42,0.018684,0.017684,0.019798,0.467674,0.487308,0.447626,23.624,24.512,22.602,0.478927141978367,0.454402590553533,0.506150697168078,20965.008,9928.63,11036.378,1,1
"SWE","Sweden","(1755,1760]",1758,43,0.0196,0.018354,0.020994,0.459036,0.47878,0.438876,23.058,23.94,22.042,0.480824684128913,0.455479595687035,0.509124603951056,19914.264,9400.886,10513.378,1,1
"SWE","Sweden","(1755,1760]",1758,44,0.01985,0.01817,0.021736,0.45014,0.470082,0.429776,22.502,23.372,21.498,0.482386749328448,0.456406979652308,0.511571544405762,18826.018,8854.19,9971.828,1,1
"SWE","Sweden","(1755,1760]",1758,45,0.019608,0.01734,0.022184,0.441302,0.461624,0.420552,21.944,22.788,20.958,0.484225739361275,0.458073064660725,0.513994556209819,17650.5,8264.89,9385.61,1,1
"SWE","Sweden","(1755,1760]",1758,46,0.01852,0.015876,0.021546,0.432744,0.453692,0.411336,21.364,22.178,20.414,0.487108046284064,0.461126175417401,0.516753872900003,17619.358,8219.908,9399.45,1,1
"SWE","Sweden","(1755,1760]",1758,47,0.018056,0.01517,0.021386,0.424818,0.446564,0.402584,20.754,21.52,19.846,0.491792459690341,0.466554664644399,0.520988097152478,17581.26,8170.464,9410.796,1,1
"SWE","Sweden","(1755,1760]",1758,48,0.018184,0.015188,0.021672,0.417242,0.439864,0.39409,20.118,20.84,19.262,0.4980482627724,0.473583834253095,0.526409028536559,17566.698,8124.394,9442.304,1,1
"SWE","Sweden","(1755,1760]",1758,49,0.01885,0.015856,0.02237,0.409756,0.43327,0.385672,19.476,20.148,18.67,0.505229711943958,0.481768548582651,0.532712052713801,17633.578,8100.738,9532.84,1,1
"SWE","Sweden","(1755,1760]",1758,50,0.019826,0.016924,0.023284,0.402152,0.426506,0.37718,18.834,19.458,18.08,0.51302883634701,0.490561515091778,0.539522673018628,17866.32,8143.23,9723.09,1,1
"SWE","Sweden","(1755,1760]",1758,51,0.022296,0.019314,0.025868,0.394318,0.41942,0.368546,18.198,18.778,17.49,0.521213798114757,0.499642948301852,0.546881437650895,16705.158,7601.442,9103.716,1,1
"SWE","Sweden","(1755,1760]",1758,52,0.024674,0.02157,0.028402,0.385706,0.411496,0.3592,17.594,18.126,16.932,0.528339753402089,0.507893175267198,0.553053893541971,15668.76,7119.726,8549.034,1,1
"SWE","Sweden","(1755,1760]",1758,53,0.026822,0.023562,0.030738,0.376412,0.402838,0.349224,17.016,17.506,16.404,0.534556190332567,0.515206580824094,0.558021792450451,14756.978,6704.258,8052.72,1,1
"SWE","Sweden","(1755,1760]",1758,54,0.028676,0.025222,0.032836,0.366566,0.393596,0.338744,16.458,16.908,15.896,0.540083741159169,0.521940486823129,0.562109445386802,13895.486,6317.646,7577.84,1,1
"SWE","Sweden","(1755,1760]",1758,55,0.030478,0.026822,0.034876,0.356316,0.383932,0.32789,15.918,16.32,15.408,0.545070732333493,0.52860059430242,0.565338272458951,12987.708,5914.316,7073.392,1,1
"SWE","Sweden","(1755,1760]",1758,56,0.029712,0.026146,0.034072,0.34573,0.373906,0.31674,15.394,15.744,14.932,0.549584231863976,0.535177440115827,0.567971003682165,13389.97,6028.884,7361.086,1,1
"SWE","Sweden","(1755,1760]",1758,57,0.02974,0.026372,0.033954,0.335714,0.364374,0.306218,14.836,15.146,14.43,0.556709080512984,0.544030176711175,0.572798407546611,13617.82,6042.84,7574.98,1,1
"SWE","Sweden","(1755,1760]",1758,58,0.030674,0.027548,0.0347,0.325974,0.355002,0.296088,14.266,14.53,13.904,0.565598679616349,0.554940271354844,0.579765870612248,13677.558,5960.338,7717.22,1,1
"SWE","Sweden","(1755,1760]",1758,59,0.03245,0.0296,0.03625,0.316238,0.345478,0.286092,13.692,13.92,13.376,0.575830118634607,0.56687090677332,0.587881500892709,13623.84,5822.424,7801.416,1,1
"SWE","Sweden","(1755,1760]",1758,60,0.034658,0.032122,0.038158,0.306266,0.335542,0.276024,13.122,13.32,12.848,0.586926213751623,0.579462261808737,0.596927578109283,13556.08,5681.572,7874.508,1,1
"SWE","Sweden","(1755,1760]",1758,61,0.039736,0.037546,0.042776,0.295974,0.32509,0.265812,12.562,12.734,12.328,0.598617959792999,0.592488977934851,0.606547943221851,12393.228,5173.72,7219.508,1,1
"SWE","Sweden","(1755,1760]",1758,62,0.04429,0.042448,0.046858,0.284598,0.313292,0.254808,12.05,12.196,11.84,0.607886975348529,0.603140678749121,0.614479806084453,11473.278,4783.834,6689.444,1,1
"SWE","Sweden","(1755,1760]",1758,63,0.047894,0.046342,0.050066,0.27244,0.300482,0.243272,11.564,11.698,11.382,0.615797825818562,0.611737391940854,0.620838264859724,10727.762,4469.01,6258.752,1,1
"SWE","Sweden","(1755,1760]",1758,64,0.050298,0.048834,0.052356,0.259888,0.28711,0.231522,11.104,11.222,10.938,0.622592414012991,0.619422049125216,0.626709252667167,10118.544,4202.262,5916.282,1,1
"SWE","Sweden","(1755,1760]",1758,65,0.051644,0.050016,0.053946,0.247326,0.273662,0.21984,10.648,10.752,10.496,0.629928616976466,0.627603819495836,0.633179882987229,9637.084,3975.096,5661.988,1,1
"SWE","Sweden","(1755,1760]",1758,66,0.05152,0.049492,0.054468,0.23506,0.26054,0.208434,10.18,10.274,10.044,0.639428654114312,0.63786108887307,0.641522043394558,9568.764,3880.536,5688.228,1,1
"SWE","Sweden","(1755,1760]",1758,67,0.052932,0.05075,0.056192,0.223454,0.248182,0.197548,9.69,9.766,9.574,0.652918983741242,0.652860655217329,0.653202570830311,9428.034,3768.902,5659.132,1,1
"SWE","Sweden","(1755,1760]",1758,68,0.0563,0.054296,0.05936,0.212138,0.236132,0.186934,9.18,9.24,9.096,0.670599713959128,0.672197127903017,0.667822010354769,9190.118,3642.548,5547.57,1,1
"SWE","Sweden","(1755,1760]",1758,69,0.062104,0.060714,0.064248,0.200734,0.223886,0.176338,8.68,8.726,8.616,0.690463852951883,0.693779975892936,0.685104678451774,8835.298,3499.616,5335.682,1,1
"SWE","Sweden","(1755,1760]",1758,70,0.070338,0.069958,0.070928,0.188874,0.21097,0.165544,8.2,8.23,8.152,0.711442671375619,0.716794403053137,0.70365977158222,8363.618,3322.59,5041.028,1,1
"SWE","Sweden","(1755,1760]",1758,71,0.081702,0.082082,0.081124,0.176304,0.19704,0.154388,7.756,7.786,7.712,0.731628811147197,0.737579678155765,0.722557400502098,7549.11,2996.82,4552.29,1,1
"SWE","Sweden","(1755,1760]",1758,72,0.092918,0.09387,0.09147,0.16276,0.181888,0.142544,7.366,7.398,7.316,0.748042950302778,0.754279555220407,0.738813389150387,6766.762,2686.534,4080.228,1,1
"SWE","Sweden","(1755,1760]",1758,73,0.103356,0.104536,0.101554,0.148638,0.166018,0.130286,7.026,7.066,6.968,0.760235362490324,0.765962399298603,0.751338236782616,6015.644,2388.724,3626.92,1,1
"SWE","Sweden","(1755,1760]",1758,74,0.112418,0.113218,0.111176,0.134378,0.149986,0.117918,6.73,6.784,6.654,0.768055479469047,0.77236702854506,0.760929087831243,5294.268,2099.032,3195.236,1,1
"SWE","Sweden","(1755,1760]",1758,75,0.120336,0.120132,0.120624,0.120414,0.134356,0.105724,6.464,6.528,6.372,0.772500286816501,0.775668274848057,0.767203568654592,4593.47,1819.288,2774.182,1,1
"SWE","Sweden","(1755,1760]",1758,76,0.123702,0.122842,0.125008,0.107072,0.11954,0.093932,6.22,6.286,6.118,0.774096981141001,0.777099601793078,0.769927381256871,4143.128,1643.728,2499.4,1,1
"SWE","Sweden","(1755,1760]",1758,77,0.129238,0.127878,0.13132,0.094906,0.106086,0.083106,5.968,6.038,5.86,0.777526971344619,0.780132425946626,0.773997504176569,3698.748,1462.874,2235.874,1,1
"SWE","Sweden","(1755,1760]",1758,78,0.137794,0.135864,0.140804,0.083686,0.093702,0.0731,5.716,5.782,5.61,0.781734802865257,0.785036549988168,0.777769802906604,3259.88,1276.11,1983.77,1,1
"SWE","Sweden","(1755,1760]",1758,79,0.150404,0.147676,0.154766,0.0732,0.082148,0.063714,5.48,5.546,5.378,0.783874006731474,0.787515923045287,0.778896512222732,2830.876,1087.502,1743.374,1,1
"SWE","Sweden","(1755,1760]",1758,80,0.136626,0.135248,0.138818,0.063244,0.071196,0.054782,5.284,5.344,5.192,0.778512312136447,0.78375857532103,0.770990636296156,2986.06,1146.5,1839.56,1,1
"SWE","Sweden","(1755,1760]",1758,81,0.151106,0.150288,0.15241,0.055354,0.062432,0.04781,4.98,5.04,4.888,0.794888345705042,0.800639068354666,0.786703541878056,2547.798,969.834,1577.964,1,1
"SWE","Sweden","(1755,1760]",1758,82,0.166614,0.165928,0.167694,0.047762,0.053946,0.041152,4.706,4.772,4.61,0.809054295096136,0.814148147411098,0.80108187377313,2143.052,807.548,1335.504,1,1
"SWE","Sweden","(1755,1760]",1758,83,0.18199,0.180912,0.183716,0.040586,0.045908,0.034884,4.468,4.54,4.36,0.818861756778082,0.82299326853659,0.812986888071592,1782.058,664.188,1117.87,1,1
"SWE","Sweden","(1755,1760]",1758,84,0.193334,0.190884,0.197438,0.03397,0.038506,0.029102,4.254,4.334,4.134,0.825230675788189,0.827695919507638,0.822147460637317,1470.07,542.174,927.896,1,1
"SWE","Sweden","(1755,1760]",1758,85,0.201628,0.197574,0.208554,0.02812,0.031986,0.023958,4.054,4.136,3.926,0.830001559857416,0.831726919592866,0.829454360788112,1205.228,440.426,764.802,1,1
"SWE","Sweden","(1755,1760]",1758,86,0.215508,0.211128,0.223116,0.023112,0.026418,0.019534,3.844,3.924,3.714,0.839357016418231,0.84101910440264,0.840534100446021,986.634,357.952,628.682,1,1
"SWE","Sweden","(1755,1760]",1758,87,0.230758,0.225552,0.239976,0.018732,0.021532,0.01569,3.642,3.726,3.51,0.849411903903026,0.849501002483719,0.852926527838505,804.778,290.132,514.646,1,1
"SWE","Sweden","(1755,1760]",1758,88,0.246728,0.240658,0.257696,0.014958,0.017308,0.012394,3.456,3.542,3.324,0.858203803390562,0.856962684585471,0.864082478609758,650.534,232.924,417.61,1,1
"SWE","Sweden","(1755,1760]",1758,89,0.263404,0.25644,0.27625,0.011766,0.013712,0.009628,3.28,3.364,3.15,0.867084211898528,0.865221238032289,0.875332129748681,518.786,183.696,335.09,1,1
"SWE","Sweden","(1755,1760]",1758,90,0.28075,0.272882,0.295604,0.009102,0.010694,0.00735,3.118,3.198,2.984,0.874692118779802,0.872598924451203,0.887757736477828,399.728,139.416,260.312,1,1
"SWE","Sweden","(1755,1760]",1758,91,0.298738,0.28996,0.315704,0.006928,0.008214,0.00551,2.964,3.044,2.832,0.882585551774274,0.879010732196386,0.899484398782905,304.13,104.564,199.566,1,1
"SWE","Sweden","(1755,1760]",1758,92,0.317324,0.30765,0.336492,0.005182,0.006202,0.004054,2.82,2.9,2.692,0.890046032249053,0.884676007863855,0.910684950275051,228.086,77.192,150.894,1,1
"SWE","Sweden","(1755,1760]",1758,93,0.336458,0.325916,0.357894,0.003806,0.004602,0.00293,2.686,2.762,2.558,0.896742094259075,0.890549175871185,0.923231444835529,168.898,56.222,112.676,1,1
"SWE","Sweden","(1755,1760]",1758,94,0.356082,0.344722,0.37983,0.002744,0.003354,0.002076,2.564,2.636,2.438,0.901499155977175,0.894327440676608,0.933637773302106,123.332,40.38,82.952,1,1
"SWE","Sweden","(1755,1760]",1758,95,0.376138,0.364016,0.402202,0.001944,0.002404,0.001446,2.448,2.52,2.328,0.906194830509149,0.89652326024037,0.942653413598245,88.672,28.45,60.222,1,1
"SWE","Sweden","(1755,1760]",1758,96,0.396556,0.383746,0.424914,0.00135,0.001688,0.00099,2.342,2.406,2.22,0.908884374554848,0.899374254255264,0.953240340504804,62.894,19.774,43.12,1,1
"SWE","Sweden","(1755,1760]",1758,97,0.417262,0.40386,0.447868,0.00092,0.001164,0.000666,2.24,2.302,2.124,0.911340036987194,0.899595914155329,0.960907853077422,43.844,13.434,30.41,1,1
"SWE","Sweden","(1755,1760]",1758,98,0.438188,0.424288,0.470942,0.000614,0.000786,0.000438,2.148,2.204,2.036,0.910134400309968,0.897787702763989,0.965038743084053,29.956,8.904,21.052,1,1
"SWE","Sweden","(1755,1760]",1758,99,0.459252,0.444966,0.49404,0.000402,0.00052,0.000284,2.06,2.116,1.95,0.906327924970708,0.890834476160192,0.965674749614878,20.042,5.722,14.32,1,1
"SWE","Sweden","(1755,1760]",1758,100,0.48038,0.465826,0.517044,0.000258,0.000338,0.000182,1.982,2.034,1.878,0.895351240205369,0.8793706515508,0.955382340428838,13.146,3.624,9.522,1,1
"SWE","Sweden","(1755,1760]",1758,101,0.501496,0.48679,0.539854,0.000162,0.000214,0.000114,1.906,1.956,1.804,0.876916308510438,0.86120102968508,0.937257878039432,8.276,2.166,6.11,1,1
"SWE","Sweden","(1755,1760]",1758,102,0.522524,0.507788,0.562372,9.8e-05,0.000134,7e-05,1.84,1.884,1.742,0.832610230903671,0.834527137350661,0.892797725723421,4.952,1.208,3.744,1,1
"SWE","Sweden","(1755,1760]",1758,103,0.543396,0.52874,0.58451,6.2e-05,8.2e-05,4.4e-05,1.774,1.818,1.684,0.773938770972576,0.800484049661113,0.830120150147673,2.8,0.556,2.244,1,1
"SWE","Sweden","(1755,1760]",1758,104,0.564042,0.54958,0.606178,3.6e-05,4.6e-05,2.8e-05,1.72,1.756,1.628,0.672395701140393,0.733050209303057,0.774250734210352,1.368,0.214,1.154,1,1
"SWE","Sweden","(1755,1760]",1758,105,0.584402,0.570236,0.62731,2.2e-05,2.6e-05,1.4e-05,1.664,1.696,1.58,0.545393806553491,0.592372594238528,0.655471521313125,0.49,0.06,0.43,1,1
"SWE","Sweden","(1755,1760]",1758,106,0.60441,0.59063,0.647838,1.4e-05,1.6e-05,8e-06,1.612,1.648,1.534,0.444084710561988,0.40143400373664,0.4518560499087,0.2,0,0.2,1,1
"SWE","Sweden","(1755,1760]",1758,107,0.624018,0.610706,0.667714,4e-06,1e-05,4e-06,1.57,1.6,1.494,0,0.191559608912247,0,0.052,0,0.052,1,1
"SWE","Sweden","(1755,1760]",1758,108,0.643176,0.6304,0.686894,4e-06,6e-06,4e-06,1.53,1.558,1.456,0,0,0,0,0,0,1,1
"SWE","Sweden","(1755,1760]",1758,109,0.661844,0.649654,0.705342,0,0,0,1.498,1.524,1.432,NA,NA,NA,0,0,0,1,1
"SWE","Sweden","(1760,1765]",1763,0,0.270012,0.254242,0.285458,1,1,1,34.614,36.108,33.1,0.771389228967202,0.743545760618181,0.798181299211307,55026.6,27773.1,27253.5,1,1
"SWE","Sweden","(1760,1765]",1763,1,0.064956,0.06409,0.065828,0.772736,0.783694,0.762242,43.66,44.934,42.29,0.530377994430149,0.515686619990742,0.544619288187454,51440.07,25627.034,25813.036,1,1
"SWE","Sweden","(1760,1765]",1763,2,0.041408,0.04056,0.042272,0.724358,0.735294,0.713878,45.524,46.84,44.102,0.47717417385287,0.462737546087482,0.491232306008808,52074.33,25767.066,26307.264,1,1
"SWE","Sweden","(1760,1765]",1763,3,0.029996,0.029314,0.030698,0.695186,0.706294,0.684524,46.41,47.742,44.966,0.446090333232573,0.431910715301649,0.459930230424403,54031.922,26515.132,27516.79,1,1
"SWE","Sweden","(1760,1765]",1763,4,0.027318,0.027326,0.027314,0.674844,0.686116,0.664008,46.796,48.13,45.34,0.42568356552249,0.411694142596438,0.439413988363758,45583.378,22879.568,22703.81,1,1
"SWE","Sweden","(1760,1765]",1763,5,0.024406,0.02497,0.023884,0.65687,0.667876,0.646296,47.068,48.44,45.572,0.407480831834022,0.392967914128854,0.42178065090096,38375.354,19793.646,18581.708,1,1
"SWE","Sweden","(1760,1765]",1763,6,0.01777,0.01788,0.017664,0.641234,0.65165,0.631204,47.208,48.646,45.652,0.391796857306188,0.376167712805907,0.407183075836943,38927.012,19931.138,18995.874,1,1
"SWE","Sweden","(1760,1765]",1763,7,0.0127,0.012528,0.012862,0.630074,0.640262,0.620258,47.042,48.512,45.456,0.382375901658166,0.366084327811932,0.398443379396737,39825.946,20229.506,19596.44,1,1
"SWE","Sweden","(1760,1765]",1763,8,0.009256,0.008916,0.009592,0.622198,0.63238,0.612396,46.636,48.114,45.034,0.37785726882043,0.36118424534064,0.394422988276188,40933.422,20602.634,20330.788,1,1
"SWE","Sweden","(1760,1765]",1763,9,0.00738,0.006928,0.007834,0.616508,0.626816,0.606586,46.064,47.54,44.464,0.376781637538127,0.359850578081206,0.393651744592621,42096.766,20927.776,21168.99,1,1
"SWE","Sweden","(1760,1765]",1763,10,0.00673,0.006202,0.007282,0.612006,0.622516,0.60188,45.404,46.866,43.808,0.377651952936131,0.360582966617196,0.394781492716156,43272.858,21207.452,22065.406,1,1
"SWE","Sweden","(1760,1765]",1763,11,0.006782,0.00629,0.007288,0.60793,0.618694,0.597546,44.706,46.156,43.122,0.37935484106707,0.362160264346313,0.396649035587305,41333.566,20449.458,20884.108,1,1
"SWE","Sweden","(1760,1765]",1763,12,0.00683,0.006388,0.007276,0.603856,0.614844,0.593248,44.002,45.44,42.434,0.381215656589434,0.363852994336253,0.398685760730806,39387.572,19675.574,19711.998,1,1
"SWE","Sweden","(1760,1765]",1763,13,0.006852,0.006472,0.00723,0.59978,0.61096,0.588988,43.3,44.728,41.742,0.383169329973446,0.365580612233314,0.400923348008657,37534.654,18917.876,18616.778,1,1
"SWE","Sweden","(1760,1765]",1763,14,0.006836,0.00652,0.007142,0.595718,0.607048,0.584778,42.594,44.016,41.036,0.385292832059037,0.367385511967848,0.40348519455049,35784.55,18155.74,17628.81,1,1
"SWE","Sweden","(1760,1765]",1763,15,0.006812,0.00656,0.007058,0.591686,0.603124,0.580648,41.884,43.3,40.326,0.387613858503679,0.369324163155029,0.406323381913139,33998.732,17327.278,16671.454,1,1
"SWE","Sweden","(1760,1765]",1763,16,0.006592,0.006248,0.006938,0.587684,0.599196,0.576582,41.164,42.584,39.61,0.390201760365834,0.371379059535144,0.40945910550627,33845.78,16951.596,16894.184,1,1
"SWE","Sweden","(1760,1765]",1763,17,0.006534,0.006082,0.007002,0.583826,0.595464,0.572604,40.434,41.846,38.88,0.393195523139174,0.373968870493625,0.413022000588834,33661.234,16544.682,17116.552,1,1
"SWE","Sweden","(1760,1765]",1763,18,0.00664,0.006052,0.007264,0.580024,0.591854,0.568612,39.696,41.098,38.148,0.396506704328269,0.376936828057916,0.416803327698494,33410.058,16099.662,17310.396,1,1
"SWE","Sweden","(1760,1765]",1763,19,0.006902,0.006154,0.007734,0.576188,0.588282,0.5645,38.954,40.344,37.424,0.400019645126211,0.380178203397411,0.420594878224251,33210.498,15698.682,17511.816,1,1
"SWE","Sweden","(1760,1765]",1763,20,0.00727,0.006344,0.00834,0.57223,0.584676,0.560158,38.224,39.59,36.71,0.403486713959251,0.38357552199997,0.424259278094141,33126.4,15371.56,17754.84,1,1
"SWE","Sweden","(1760,1765]",1763,21,0.007882,0.006852,0.009072,0.568096,0.580986,0.55552,37.496,38.838,36.012,0.406956212791819,0.387066318073073,0.427649048801734,31965.838,14818.95,17146.888,1,1
"SWE","Sweden","(1760,1765]",1763,22,0.008408,0.007286,0.009708,0.563648,0.577032,0.550524,36.788,38.1,35.336,0.410082828258925,0.390341236557711,0.430607794432955,30977.578,14334.924,16642.654,1,1
"SWE","Sweden","(1760,1765]",1763,23,0.008858,0.007656,0.010254,0.558946,0.572854,0.545228,36.096,37.376,34.674,0.412955467914045,0.393432326037868,0.433268220913247,30078.908,13869.632,16209.276,1,1
"SWE","Sweden","(1760,1765]",1763,24,0.009228,0.007958,0.010718,0.554034,0.568496,0.539696,35.41,36.662,34.026,0.415723143571949,0.396420446142825,0.435678875294964,29267.08,13420.936,15846.144,1,1
"SWE","Sweden","(1760,1765]",1763,25,0.009564,0.008236,0.011136,0.548964,0.563998,0.533974,34.734,35.95,33.386,0.418388911942635,0.399433093608483,0.437950824884699,28497.21,12980.576,15516.634,1,1
"SWE","Sweden","(1760,1765]",1763,26,0.009592,0.008352,0.01106,0.543756,0.559368,0.528098,34.062,35.238,32.75,0.421042680061112,0.402506195261693,0.44016755604133,29052.402,13251.226,15801.176,1,1
"SWE","Sweden","(1760,1765]",1763,27,0.009772,0.008676,0.011062,0.538582,0.554714,0.522326,33.384,34.53,32.108,0.424001358659673,0.405718644900806,0.442747420840034,29624.652,13558.336,16066.316,1,1
"SWE","Sweden","(1760,1765]",1763,28,0.010096,0.009204,0.011142,0.533362,0.549918,0.51662,32.706,33.826,31.46,0.427122421565567,0.408951006516779,0.44567764460871,30224.046,13897.982,16326.064,1,1
"SWE","Sweden","(1760,1765]",1763,29,0.010572,0.009926,0.011316,0.52802,0.544878,0.51093,32.03,33.134,30.8,0.430308399059616,0.411994441828521,0.449018943366546,30795.592,14241.082,16554.51,1,1
"SWE","Sweden","(1760,1765]",1763,30,0.01111,0.010744,0.011528,0.522488,0.53951,0.505216,31.366,32.46,30.148,0.433351930232435,0.414666386089656,0.452461889168703,31330.84,14581.118,16749.722,1,1
"SWE","Sweden","(1760,1765]",1763,31,0.012084,0.011856,0.012342,0.51674,0.53376,0.499454,30.71,31.802,29.49,0.436270339708096,0.416905655748422,0.456204528473445,29924.544,13939.162,15985.382,1,1
"SWE","Sweden","(1760,1765]",1763,32,0.012802,0.012612,0.013016,0.510562,0.527496,0.493356,30.076,31.174,28.848,0.438607653970368,0.418341811837539,0.459597007573515,28488.594,13301.86,15186.734,1,1
"SWE","Sweden","(1760,1765]",1763,33,0.013196,0.012948,0.013478,0.504098,0.520918,0.487008,29.458,30.564,28.218,0.440571048585782,0.419306086679465,0.462773253517309,27061.648,12687.258,14374.39,1,1
"SWE","Sweden","(1760,1765]",1763,34,0.0132,0.012766,0.01369,0.49752,0.51425,0.480518,28.84,29.954,27.594,0.44257442032503,0.420274199402144,0.465940277504307,25672.372,12096.702,13575.67,1,1
"SWE","Sweden","(1760,1765]",1763,35,0.0129,0.012156,0.013726,0.49103,0.50776,0.474016,28.214,29.332,26.966,0.444984403689402,0.421734814729418,0.469423086608678,24356.318,11530.118,12826.2,1,1
"SWE","Sweden","(1760,1765]",1763,36,0.01212,0.011148,0.013196,0.484766,0.501652,0.467592,27.576,28.686,26.332,0.44806654025408,0.424150991103124,0.473393682724125,24779.462,11752.794,13026.668,1,1
"SWE","Sweden","(1760,1765]",1763,37,0.011918,0.010808,0.01314,0.478952,0.496114,0.461498,26.904,28,25.674,0.452518979442031,0.428076352449698,0.4785320375379,25239.668,11955.532,13284.136,1,1
"SWE","Sweden","(1760,1765]",1763,38,0.012294,0.01114,0.013568,0.473306,0.490796,0.455514,26.22,27.298,25.004,0.457754238047917,0.432849950827907,0.484464067871836,25676.742,12129.338,13547.404,1,1
"SWE","Sweden","(1760,1765]",1763,39,0.013244,0.01214,0.014472,0.467548,0.485376,0.449416,25.534,26.598,24.338,0.463334280250142,0.437869870598068,0.490685493872019,26029.21,12265.618,13763.592,1,1
"SWE","Sweden","(1760,1765]",1763,40,0.0146,0.01361,0.015708,0.461424,0.47954,0.442998,24.868,25.916,23.682,0.468577861067565,0.442510715368474,0.496856504078373,26199.708,12323.394,13876.314,1,1
"SWE","Sweden","(1760,1765]",1763,41,0.01668,0.015668,0.017824,0.454768,0.473082,0.436136,24.226,25.264,23.046,0.473172409270832,0.446276263723524,0.502606185094465,24568.794,11536.242,13032.552,1,1
"SWE","Sweden","(1760,1765]",1763,42,0.018366,0.017248,0.019626,0.447284,0.465764,0.42847,23.624,24.654,22.452,0.476365528902333,0.448569318428153,0.506953640996581,22955.25,10782.854,12172.396,1,1
"SWE","Sweden","(1760,1765]",1763,43,0.019514,0.018194,0.021004,0.439188,0.457844,0.420188,23.052,24.07,21.884,0.478479716194102,0.449859948118518,0.510338551588603,21410.726,10063.796,11346.93,1,1
"SWE","Sweden","(1760,1765]",1763,44,0.019942,0.018278,0.021822,0.430752,0.449642,0.411504,22.492,23.504,21.336,0.480121509453614,0.450601203422426,0.513052978252312,19977.42,9386.014,10591.406,1,1
"SWE","Sweden","(1760,1765]",1763,45,0.019688,0.017538,0.022116,0.422302,0.441552,0.402678,21.934,22.926,20.794,0.48187297904889,0.451838317287196,0.51569006255874,18719.454,8786.4,9933.054,1,1
"SWE","Sweden","(1760,1765]",1763,46,0.018598,0.016086,0.021454,0.41412,0.433926,0.393926,21.358,22.322,20.246,0.484571033399962,0.454374102884696,0.518824249174765,18696.15,8740.56,9955.59,1,1
"SWE","Sweden","(1760,1765]",1763,47,0.01821,0.01541,0.021428,0.406538,0.427044,0.385618,20.748,21.674,19.674,0.489146407898174,0.459112038634928,0.52348053693375,18735.808,8708.736,10027.072,1,1
"SWE","Sweden","(1760,1765]",1763,48,0.018554,0.015538,0.022054,0.39925,0.420554,0.37751,20.12,21.004,19.088,0.495032696740565,0.465359326848831,0.529258317544017,18800.824,8687.224,10113.6,1,1
