"code","name","year","age","mx","mx_f","mx_m","lx","lx_f","lx_m","ex","ex_f","ex_m","Total","Male","Female","best_practice","best_practice_alt"
"BLR","Belarus",1964,30,0.00177,0.00095,0.00272,0.94893,0.9605,0.93744,47.02,49.52,43.38,130887.43,60797.41,70090.02,1,0
"BLR","Belarus",1964,31,0.00137,0.00084,0.00199,0.94725,0.95959,0.9349,46.1,48.56,42.5,154953.77,71105.9,83847.87,1,0
"BLR","Belarus",1964,32,0.00204,0.00129,0.00287,0.94596,0.95879,0.93304,45.16,47.6,41.58,131404.92,64101.61,67303.31,1,0
"BLR","Belarus",1964,33,0.00187,0.00106,0.00274,0.94403,0.95756,0.93037,44.25,46.66,40.7,166268.88,78752.65,87516.23,1,0
"BLR","Belarus",1964,34,0.00224,0.00115,0.00346,0.94227,0.95654,0.92782,43.33,45.71,39.81,141217.5,66266.6,74950.9,1,0
"BLR","Belarus",1964,35,0.00221,0.00118,0.00342,0.94017,0.95544,0.92462,42.43,44.77,38.95,161310.56,73679.5,87631.06,1,0
"BLR","Belarus",1964,36,0.00239,0.00135,0.00362,0.93809,0.95432,0.92146,41.52,43.82,38.08,134057.99,61757.28,72300.71,1,0
"BLR","Belarus",1964,37,0.00201,0.00105,0.00326,0.93585,0.95303,0.91813,40.62,42.88,37.21,132528.58,54458.23,78070.35,1,0
"BLR","Belarus",1964,38,0.00234,0.00147,0.00362,0.93397,0.95204,0.91515,39.7,41.92,36.33,122301.1,49079.56,73221.54,1,0
"BLR","Belarus",1964,39,0.00225,0.00158,0.00328,0.93178,0.95064,0.91184,38.79,40.98,35.46,118378.79,45894.75,72484.04,1,0
"BLR","Belarus",1964,40,0.00303,0.00201,0.00462,0.92968,0.94914,0.90886,37.88,40.05,34.58,114624.31,44996.84,69627.47,1,0
"BLR","Belarus",1964,41,0.0022,0.00141,0.00345,0.92687,0.94723,0.90467,36.99,39.13,33.74,107412.91,41502.7,65910.21,1,0
"BLR","Belarus",1964,42,0.00394,0.00273,0.00576,0.92483,0.9459,0.90156,36.07,38.18,32.85,73538.01,30390.25,43147.76,1,0
"BLR","Belarus",1964,43,0.0032,0.00218,0.00472,0.9212,0.94332,0.89638,35.21,37.28,32.04,84248.21,32819.22,51428.99,1,0
"BLR","Belarus",1964,44,0.00354,0.00233,0.00544,0.91826,0.94126,0.89216,34.33,36.36,31.19,64335.83,25157.93,39177.9,1,0
"BLR","Belarus",1964,45,0.00352,0.00251,0.00516,0.91501,0.93907,0.88732,33.45,35.45,30.35,75943.32,28539.25,47404.07,1,0
"BLR","Belarus",1964,46,0.00425,0.00266,0.00682,0.91179,0.93672,0.88275,32.56,34.53,29.51,48371.49,19036.36,29335.13,1,0
"BLR","Belarus",1964,47,0.00396,0.00275,0.0059,0.90792,0.93423,0.87674,31.7,33.62,28.71,56640.43,21343.56,35296.87,1,0
"BLR","Belarus",1964,48,0.00449,0.00335,0.00641,0.90434,0.93167,0.87159,30.82,32.72,27.87,66296.63,24394.74,41901.89,1,0
"BLR","Belarus",1964,49,0.00407,0.00326,0.00551,0.90029,0.92855,0.86602,29.96,31.82,27.05,85234.68,30093.69,55140.99,1,0
"BLR","Belarus",1964,50,0.00595,0.00451,0.0085,0.89663,0.92553,0.86126,29.08,30.93,26.2,82550.73,30665.12,51885.61,1,0
"BLR","Belarus",1964,51,0.00437,0.00332,0.00617,0.89131,0.92137,0.85397,28.25,30.06,25.42,90570.74,32802.73,57768.01,1,0
"BLR","Belarus",1964,52,0.00677,0.00546,0.00899,0.88743,0.91831,0.84872,27.37,29.16,24.57,76457.63,29618.25,46839.38,1,0
"BLR","Belarus",1964,53,0.00654,0.00449,0.01006,0.88144,0.91331,0.84112,26.55,28.32,23.79,96551.93,34276.47,62275.46,1,0
"BLR","Belarus",1964,54,0.00752,0.00543,0.0111,0.87569,0.90922,0.8327,25.72,27.44,23.02,77012.6,29829.39,47183.21,1,0
"BLR","Belarus",1964,55,0.007,0.00505,0.01014,0.86913,0.9043,0.8235,24.91,26.59,22.28,85963.77,32655.08,53308.69,1,0
"BLR","Belarus",1964,56,0.00742,0.0057,0.01009,0.86307,0.89974,0.81519,24.09,25.72,21.5,75170.91,30630.23,44540.68,1,0
"BLR","Belarus",1964,57,0.009,0.00662,0.0125,0.85669,0.89463,0.80701,23.26,24.87,20.71,76679,31011.98,45667.02,1,0
"BLR","Belarus",1964,58,0.01006,0.00752,0.01398,0.84901,0.88873,0.79699,22.47,24.03,19.96,73341.7,28198.29,45143.41,1,0
"BLR","Belarus",1964,59,0.00986,0.00647,0.0153,0.84052,0.88208,0.78592,21.69,23.21,19.24,74047.61,28692.06,45355.55,1,1
"BLR","Belarus",1964,60,0.01465,0.01141,0.02006,0.83227,0.87638,0.77398,20.9,22.35,18.53,74348.13,27267.55,47080.58,1,0
"BLR","Belarus",1964,61,0.00963,0.00758,0.0132,0.82016,0.86644,0.75861,20.2,21.6,17.89,71377.68,25815.29,45562.39,1,1
"BLR","Belarus",1964,62,0.01426,0.01,0.02187,0.8123,0.8599,0.74866,19.39,20.77,17.12,55052.65,19647.64,35405.01,1,0
"BLR","Belarus",1964,63,0.01442,0.01028,0.02262,0.8008,0.85134,0.73246,18.66,19.97,16.49,83438.79,26848.98,56589.81,1,0
"BLR","Belarus",1964,64,0.01891,0.01435,0.028,0.78933,0.84264,0.71608,17.93,19.17,15.86,48547.19,17328.15,31219.04,1,0
"BLR","Belarus",1964,65,0.01759,0.01359,0.02522,0.77454,0.83063,0.69631,17.26,18.44,15.29,61350.35,20695.27,40655.08,1,1
"BLR","Belarus",1964,66,0.01801,0.0138,0.02542,0.76104,0.81942,0.67897,16.56,17.69,14.67,41312.08,16200.36,25111.72,1,1
"BLR","Belarus",1964,67,0.02398,0.01816,0.03343,0.74745,0.8082,0.66193,15.85,16.92,14.04,47385.91,17778.26,29607.65,1,0
"BLR","Belarus",1964,68,0.02234,0.01863,0.02861,0.72975,0.79365,0.64016,15.22,16.23,13.5,46097.87,17061.72,29036.15,1,0
"BLR","Belarus",1964,69,0.02066,0.01562,0.02936,0.71362,0.779,0.62211,14.55,15.52,12.87,43531.08,15927.64,27603.44,1,1
"BLR","Belarus",1964,70,0.03533,0.03017,0.04459,0.69903,0.76692,0.6041,13.85,14.76,12.24,46760.47,16579.06,30181.41,1,0
"BLR","Belarus",1964,71,0.02037,0.01667,0.02671,0.67476,0.74413,0.57775,13.33,14.19,11.78,38943.21,14881.15,24062.06,1,1
"BLR","Belarus",1964,72,0.03633,0.02895,0.04906,0.66116,0.73183,0.56253,12.59,13.42,11.08,35481.75,12573.91,22907.84,1,0
"BLR","Belarus",1964,73,0.03435,0.02837,0.04575,0.63756,0.71095,0.53559,12.04,12.8,10.62,37298.59,12475.88,24822.71,1,1
"BLR","Belarus",1964,74,0.04318,0.03572,0.05954,0.61603,0.69106,0.51163,11.44,12.16,10.09,28584.88,8358.35,20226.53,1,1
"BLR","Belarus",1964,75,0.0379,0.03236,0.0518,0.59,0.66681,0.48205,10.92,11.58,9.68,47117.16,13512.94,33604.22,1,1
"BLR","Belarus",1964,76,0.04861,0.04054,0.06633,0.56805,0.64558,0.45771,10.33,10.95,9.17,21295.85,7734.81,13561.04,1,1
"BLR","Belarus",1964,77,0.04796,0.04223,0.05852,0.54109,0.61992,0.42833,9.82,10.38,8.76,23550,8246.56,15303.44,1,1
"BLR","Belarus",1964,78,0.06828,0.06121,0.08163,0.51575,0.59428,0.40397,9.27,9.8,8.26,20448.45,7142.76,13305.69,1,0
"BLR","Belarus",1964,79,0.04822,0.0432,0.05768,0.48169,0.55899,0.37229,8.89,9.39,7.92,18651.61,6553.6,12098.01,1,1
"BLR","Belarus",1964,80,0.09099,0.08342,0.10696,0.45901,0.53535,0.35142,8.31,8.79,7.36,17179.75,5668.04,11511.71,1,0
"BLR","Belarus",1964,81,0.054,0.04527,0.07174,0.41906,0.49248,0.31574,8.05,8.51,7.13,14911.33,5000.04,9911.29,1,1
"BLR","Belarus",1964,82,0.08842,0.07737,0.11083,0.39703,0.47068,0.29387,7.47,7.88,6.63,13042.69,4326.45,8716.24,1,1
"BLR","Belarus",1964,83,0.08223,0.07482,0.09796,0.36341,0.43562,0.26301,7.12,7.47,6.35,12083.45,3807.9,8275.55,1,1
"BLR","Belarus",1964,84,0.10952,0.09895,0.13361,0.3347,0.4042,0.23845,6.69,7.01,5.95,9896.98,2971.99,6924.99,1,1
"BLR","Belarus",1964,85,0.1102,0.10316,0.12717,0.29995,0.36609,0.20858,6.4,6.69,5.73,6889.5,2014.53,4874.97,1,0
"BLR","Belarus",1964,86,0.12739,0.11997,0.14538,0.26862,0.33018,0.18364,6.09,6.36,5.44,5696.73,1697.08,3999.65,1,0
"BLR","Belarus",1964,87,0.13142,0.11938,0.16044,0.23645,0.29281,0.15876,5.85,6.11,5.21,4692.83,1384.41,3308.42,1,1
"BLR","Belarus",1964,88,0.13003,0.12225,0.15042,0.20729,0.25982,0.13518,5.61,5.83,5.04,4425.36,1171.68,3253.68,1,1
"BLR","Belarus",1964,89,0.10592,0.09818,0.12787,0.18198,0.22989,0.11627,5.32,5.52,4.77,3799.95,999.22,2800.73,1,1
"BLR","Belarus",1964,90,0.21576,0.20686,0.24055,0.16368,0.20837,0.10229,4.85,5.04,4.36,2737.93,749.37,1988.56,1,0
"BLR","Belarus",1964,91,0.1588,0.14954,0.18469,0.1318,0.16931,0.08033,4.91,5.08,4.41,2046.19,575.98,1470.21,1,0
"BLR","Belarus",1964,92,0.16958,0.16044,0.19611,0.11241,0.14575,0.06675,4.67,4.82,4.21,1726.53,480.13,1246.4,1,1
"BLR","Belarus",1964,93,0.18096,0.17198,0.20807,0.09484,0.1241,0.05483,4.44,4.58,4.02,1703.37,432.47,1270.9,1,1
"BLR","Belarus",1964,94,0.19295,0.18417,0.22055,0.0791,0.10445,0.04449,4.22,4.35,3.83,1330.03,334.48,995.55,1,1
"BLR","Belarus",1964,95,0.20556,0.19701,0.23356,0.06518,0.08684,0.03565,4.02,4.13,3.66,790.38,199.13,591.25,1,1
"BLR","Belarus",1964,96,0.21879,0.21051,0.2471,0.05303,0.07126,0.0282,3.82,3.92,3.5,622.39,133.81,488.58,1,1
"BLR","Belarus",1964,97,0.23266,0.22469,0.26115,0.04257,0.05769,0.022,3.64,3.72,3.34,445.11,94.8,350.31,1,1
"BLR","Belarus",1964,98,0.24716,0.23953,0.27571,0.0337,0.04604,0.01692,3.47,3.54,3.19,351.77,79.97,271.8,1,1
"BLR","Belarus",1964,99,0.26228,0.25502,0.29076,0.02629,0.03619,0.01282,3.3,3.36,3.06,288.46,56.31,232.15,1,1
"BLR","Belarus",1964,100,0.27802,0.27116,0.30629,0.02019,0.028,0.00956,3.15,3.2,2.93,186.17,38.75,147.42,1,1
"BLR","Belarus",1964,101,0.29437,0.28793,0.32226,0.01526,0.02132,0.00702,3,3.05,2.8,116.21,24.75,91.46,1,1
"BLR","Belarus",1964,102,0.3113,0.3053,0.33867,0.01135,0.01595,0.00507,2.87,2.91,2.69,117.2,16.33,100.87,1,1
"BLR","Belarus",1964,103,0.32879,0.32324,0.35547,0.00829,0.01173,0.0036,2.74,2.77,2.58,68.39,11.22,57.17,1,1
"BLR","Belarus",1964,104,0.34681,0.34172,0.37263,0.00595,0.00846,0.00252,2.62,2.65,2.48,47.32,6.88,40.44,1,1
"BLR","Belarus",1964,105,0.36531,0.36069,0.39013,0.00419,0.00599,0.00173,2.52,2.54,2.39,32.75,4.34,28.41,1,1
"BLR","Belarus",1964,106,0.38427,0.38011,0.40791,0.0029,0.00416,0.00116,2.42,2.44,2.3,21.52,2.12,19.4,1,1
"BLR","Belarus",1964,107,0.40362,0.39992,0.42593,0.00196,0.00283,0.00077,2.33,2.34,2.23,14.39,0.82,13.57,1,1
"BLR","Belarus",1964,108,0.42331,0.42006,0.44415,0.0013,0.00189,5e-04,2.25,2.27,2.16,9.47,0.3,9.17,1,1
"BLR","Belarus",1964,109,0.44329,0.44047,0.46253,0.00085,0.00123,0.00032,2.19,2.21,2.11,5.96,0,5.96,1,1
"DNK","Denmark",1837,0,0.19763,0.17557,0.21904,1,1,1,41.53,43.11,40.01,36033.99,18296.68,17737.31,1,0
"DNK","Denmark",1837,1,0.04089,0.03956,0.04221,0.82621,0.8433,0.81011,49.2,50.07,48.32,32548.77,16344.72,16204.05,1,1
"DNK","Denmark",1837,2,0.0299,0.02878,0.03102,0.7931,0.81058,0.77663,50.24,51.07,49.39,30471.88,15345.17,15126.71,1,1
"DNK","Denmark",1837,3,0.01756,0.01749,0.01764,0.76974,0.78758,0.75291,50.75,51.54,49.93,28359.47,14276.93,14082.54,1,1
"DNK","Denmark",1837,4,0.01003,0.01042,0.00964,0.75633,0.77393,0.73974,50.64,51.44,49.81,26394.6,13295.32,13099.28,1,0
"DNK","Denmark",1837,5,0.00859,0.00862,0.00856,0.74879,0.76591,0.73264,50.14,50.98,49.28,25639.12,12923.99,12715.13,1,1
"DNK","Denmark",1837,6,0.00819,0.00782,0.00856,0.74238,0.75934,0.7264,49.57,50.42,48.7,25709.51,12963.97,12745.54,1,1
"DNK","Denmark",1837,7,0.00767,0.0071,0.00822,0.73633,0.75342,0.72021,48.97,49.81,48.12,25724.42,12983.59,12740.83,1,1
"DNK","Denmark",1837,8,0.00713,0.00659,0.00766,0.73071,0.74809,0.71432,48.35,49.16,47.51,25862.49,13047.61,12814.88,1,0
"DNK","Denmark",1837,9,0.00651,0.0062,0.00681,0.72552,0.74318,0.70887,47.69,48.48,46.87,26490.38,13361.85,13128.53,1,0
"DNK","Denmark",1837,10,0.00587,0.00595,0.0058,0.72081,0.73859,0.70406,47,47.78,46.19,27038.81,13640.55,13398.26,1,0
"DNK","Denmark",1837,11,0.00537,0.00576,0.00499,0.71659,0.7342,0.69999,46.27,47.06,45.45,27344.39,13787.76,13556.63,1,0
"DNK","Denmark",1837,12,0.00499,0.00554,0.00444,0.71275,0.72999,0.6965,45.52,46.33,44.68,27764.77,13860.21,13904.56,1,0
"DNK","Denmark",1837,13,0.00476,0.00538,0.00414,0.7092,0.72596,0.69341,44.74,45.58,43.88,27445.32,13715.04,13730.28,1,0
"DNK","Denmark",1837,14,0.00469,0.0053,0.00408,0.70584,0.72206,0.69055,43.95,44.83,43.06,27042.4,13528.61,13513.79,1,0
"DNK","Denmark",1837,15,0.00473,0.00525,0.00422,0.70253,0.71825,0.68774,43.16,44.06,42.23,26545.95,13293.61,13252.34,1,0
"DNK","Denmark",1837,16,0.00491,0.00527,0.00454,0.69922,0.71449,0.68484,42.36,43.29,41.41,25979.89,13008.97,12970.92,1,0
"DNK","Denmark",1837,17,0.00519,0.00534,0.00503,0.6958,0.71073,0.68174,41.57,42.52,40.59,25681.04,12753.82,12927.22,1,0
"DNK","Denmark",1837,18,0.00559,0.0055,0.00569,0.69219,0.70694,0.67831,40.78,41.74,39.79,25215.34,12521.71,12693.63,1,0
"DNK","Denmark",1837,19,0.00616,0.00581,0.00652,0.68833,0.70306,0.67447,40,40.97,39.02,24702.13,12260.54,12441.59,1,0
"DNK","Denmark",1837,20,0.00689,0.00624,0.00754,0.6841,0.69899,0.67008,39.25,40.21,38.27,23814.85,11808.09,12006.76,1,0
"DNK","Denmark",1837,21,0.00765,0.0068,0.00851,0.67941,0.69464,0.66505,38.52,39.46,37.56,22410.09,11098.27,11311.82,1,0
"DNK","Denmark",1837,22,0.00839,0.00748,0.00931,0.67423,0.68993,0.65941,37.81,38.72,36.87,20833.84,10324.76,10509.08,1,0
"DNK","Denmark",1837,23,0.00886,0.00807,0.00967,0.6686,0.68479,0.6533,37.12,38.01,36.21,20008.96,9898.49,10110.47,1,0
"DNK","Denmark",1837,24,0.00887,0.0084,0.00934,0.6627,0.67929,0.64702,36.45,37.31,35.56,19570.53,9667.32,9903.21,1,0
"DNK","Denmark",1837,25,0.00856,0.00857,0.00854,0.65685,0.67361,0.641,35.77,36.62,34.89,19304.68,9526.16,9778.52,1,0
"DNK","Denmark",1837,26,0.00831,0.00871,0.00789,0.65126,0.66786,0.63555,35.07,35.93,34.18,19012.43,9380.3,9632.13,1,0
"DNK","Denmark",1837,27,0.00839,0.00904,0.00772,0.64587,0.66206,0.63055,34.36,35.24,33.45,18047.96,8927.98,9119.98,1,0
"DNK","Denmark",1837,28,0.00863,0.00935,0.00789,0.64047,0.6561,0.6257,33.65,34.56,32.71,17929.68,8873.98,9055.7,1,0
"DNK","Denmark",1837,29,0.00882,0.00941,0.00823,0.63497,0.64999,0.62079,32.93,33.88,31.96,17939.68,8886.55,9053.13,1,0
"DNK","Denmark",1837,30,0.00916,0.00946,0.00885,0.62939,0.64391,0.6157,32.22,33.19,31.22,17957,8904.72,9052.28,1,0
"DNK","Denmark",1837,31,0.00955,0.0096,0.0095,0.62366,0.63784,0.61028,31.51,32.51,30.49,17952.89,8919.65,9033.24,1,0
"DNK","Denmark",1837,32,0.00984,0.00975,0.00993,0.61773,0.63175,0.60451,30.81,31.81,29.78,18442.49,9246.04,9196.45,1,0
"DNK","Denmark",1837,33,0.01026,0.01011,0.01042,0.61168,0.62562,0.59853,30.11,31.12,29.07,18073.58,9071.13,9002.45,1,1
"DNK","Denmark",1837,34,0.01099,0.01079,0.01118,0.60544,0.61933,0.59233,29.41,30.43,28.37,17645.52,8865.73,8779.79,1,0
"DNK","Denmark",1837,35,0.01177,0.01159,0.01194,0.59882,0.61268,0.58575,28.73,29.76,27.69,17185.4,8644.04,8541.36,1,0
"DNK","Denmark",1837,36,0.01247,0.01229,0.01264,0.59182,0.60562,0.5788,28.07,29.1,27.01,16590.66,8337.63,8253.03,1,0
"DNK","Denmark",1837,37,0.01316,0.01282,0.01351,0.58448,0.59822,0.57153,27.41,28.45,26.35,15677.82,7716.04,7961.78,1,0
"DNK","Denmark",1837,38,0.01366,0.01312,0.01421,0.57684,0.5906,0.56386,26.77,27.81,25.7,15125.56,7455.25,7670.31,1,0
"DNK","Denmark",1837,39,0.01369,0.01309,0.01431,0.56901,0.5829,0.5559,26.13,27.17,25.06,14752.72,7284.03,7468.69,1,0
"DNK","Denmark",1837,40,0.01347,0.01277,0.01418,0.56128,0.57532,0.548,25.49,26.52,24.42,14367.85,7108.62,7259.23,1,0
"DNK","Denmark",1837,41,0.01344,0.01262,0.01427,0.55377,0.56802,0.54029,24.82,25.86,23.76,13922.29,6888.1,7034.19,1,1
"DNK","Denmark",1837,42,0.01337,0.01229,0.0145,0.54638,0.56089,0.53263,24.15,25.18,23.09,14163.37,6853.85,7309.52,1,1
"DNK","Denmark",1837,43,0.01358,0.01224,0.01501,0.53912,0.55404,0.52496,23.47,24.49,22.42,13697.94,6642.36,7055.58,1,1
"DNK","Denmark",1837,44,0.01444,0.01292,0.01606,0.53184,0.5473,0.51714,22.79,23.78,21.75,13220.08,6420.9,6799.18,1,1
"DNK","Denmark",1837,45,0.01563,0.0139,0.01746,0.52422,0.54027,0.5089,22.11,23.08,21.1,12665.45,6158.46,6506.99,1,1
"DNK","Denmark",1837,46,0.01693,0.015,0.01897,0.51609,0.53282,0.50009,21.45,22.4,20.46,11995.2,5831.28,6163.92,1,0
"DNK","Denmark",1837,47,0.01841,0.01623,0.02075,0.50742,0.52488,0.49069,20.81,21.73,19.84,11117.14,5354.17,5762.97,1,0
"DNK","Denmark",1837,48,0.01961,0.01724,0.02217,0.49816,0.51643,0.48062,20.19,21.08,19.25,10743.88,5170.29,5573.59,1,0
"DNK","Denmark",1837,49,0.02011,0.01776,0.02265,0.48849,0.5076,0.47008,19.58,20.44,18.67,10468.76,5032.25,5436.51,1,0
"DNK","Denmark",1837,50,0.02033,0.01807,0.02277,0.47877,0.49867,0.45955,18.96,19.79,18.08,10265.5,4929.03,5336.47,1,0
"DNK","Denmark",1837,51,0.0206,0.01841,0.02298,0.46913,0.48973,0.44921,18.34,19.15,17.49,10167.77,4875.59,5292.18,1,0
"DNK","Denmark",1837,52,0.02091,0.0187,0.02331,0.45957,0.4808,0.439,17.71,18.49,16.88,10260.1,4896.71,5363.39,1,1
"DNK","Denmark",1837,53,0.0216,0.0193,0.02413,0.45006,0.47189,0.42889,17.08,17.83,16.27,10102.44,4822.06,5280.38,1,1
"DNK","Denmark",1837,54,0.02294,0.02047,0.02565,0.44044,0.46287,0.41866,16.44,17.17,15.66,9931.6,4742.53,5189.07,1,1
"DNK","Denmark",1837,55,0.02464,0.02194,0.02761,0.43045,0.45349,0.40806,15.81,16.52,15.05,9747.21,4656.95,5090.26,1,1
"DNK","Denmark",1837,56,0.0265,0.02358,0.02971,0.41997,0.44365,0.39694,15.19,15.87,14.46,9560.09,4565.11,4994.98,1,0
"DNK","Denmark",1837,57,0.0285,0.02531,0.03202,0.40899,0.43331,0.38532,14.59,15.24,13.88,9348.28,4424.3,4923.98,1,1
"DNK","Denmark",1837,58,0.03066,0.02725,0.03447,0.39749,0.42247,0.37318,13.99,14.62,13.31,9120.25,4314.69,4805.56,1,1
"DNK","Denmark",1837,59,0.03306,0.02958,0.03696,0.38549,0.41112,0.36053,13.41,14.01,12.76,8847.88,4181.78,4666.1,1,1
"DNK","Denmark",1837,60,0.03588,0.03233,0.03986,0.37295,0.39913,0.34745,12.85,13.41,12.22,8474.26,3999.51,4474.75,1,1
"DNK","Denmark",1837,61,0.03934,0.03561,0.04355,0.35981,0.38643,0.33387,12.3,12.84,11.7,7927.18,3732.1,4195.08,1,1
"DNK","Denmark",1837,62,0.04317,0.03894,0.04801,0.34592,0.37291,0.31964,11.77,12.28,11.2,7461.27,3465.13,3996.14,1,1
"DNK","Denmark",1837,63,0.04687,0.04203,0.05249,0.3313,0.35867,0.30466,11.27,11.75,10.73,7017.78,3250.91,3766.87,1,1
"DNK","Denmark",1837,64,0.05048,0.04514,0.05672,0.31613,0.3439,0.28907,10.79,11.23,10.28,6611.94,3054.2,3557.74,1,1
"DNK","Denmark",1837,65,0.05393,0.04807,0.06083,0.30057,0.32872,0.27313,10.32,10.73,9.85,6248.62,2876.31,3372.31,1,1
"DNK","Denmark",1837,66,0.05728,0.05121,0.06448,0.28478,0.31329,0.25701,9.86,10.23,9.43,5964.6,2733.19,3231.41,1,1
"DNK","Denmark",1837,67,0.06065,0.05485,0.06759,0.26892,0.29765,0.24095,9.42,9.74,9.03,5693.6,2599.44,3094.16,1,1
"DNK","Denmark",1837,68,0.06435,0.05927,0.07047,0.25309,0.28176,0.2252,8.97,9.27,8.63,5438.65,2466.47,2972.18,1,1
"DNK","Denmark",1837,69,0.06863,0.06474,0.07338,0.23731,0.26554,0.20987,8.54,8.8,8.22,5159.52,2322.21,2837.31,1,1
"DNK","Denmark",1837,70,0.07388,0.07154,0.07677,0.22157,0.24889,0.19501,8.11,8.36,7.81,4842.65,2163.04,2679.61,1,1
"DNK","Denmark",1837,71,0.07999,0.0788,0.08149,0.20578,0.2317,0.1806,7.69,7.94,7.39,4478.58,1989.03,2489.55,1,1
"DNK","Denmark",1837,72,0.08751,0.0871,0.08803,0.18995,0.21414,0.16646,7.29,7.55,6.98,4046.37,1806.73,2239.64,1,1
