"code","name","year","age","mx","mx_f","mx_m","lx","lx_f","lx_m","ex","ex_f","ex_m","Total","Male","Female","best_practice","best_practice_alt"
"NOR","Norway",1900,23,0.00836,0.00663,0.01025,0.78794,0.80295,0.77321,43.14,44.15,42.04,36646,17379,19267,1,0
"NOR","Norway",1900,24,0.00849,0.00688,0.01028,0.78138,0.79764,0.76533,42.5,43.44,41.46,35055,16747,18308,1,0
"NOR","Norway",1900,25,0.00833,0.00732,0.00944,0.77478,0.79218,0.7575,41.85,42.73,40.89,33174,15740,17434,1,0
"NOR","Norway",1900,26,0.00813,0.00737,0.00899,0.76835,0.7864,0.75038,41.2,42.04,40.27,31181,14502,16679,1,0
"NOR","Norway",1900,27,0.00786,0.00742,0.00838,0.76213,0.78062,0.74367,40.53,41.35,39.63,30033,13927,16106,1,0
"NOR","Norway",1900,28,0.00756,0.00747,0.00766,0.75616,0.77485,0.73746,39.85,40.66,38.96,29072,13533,15539,1,0
"NOR","Norway",1900,29,0.00777,0.0075,0.00809,0.75047,0.76909,0.73183,39.15,39.96,38.25,27507,12760,14747,1,0
"NOR","Norway",1900,30,0.00803,0.00725,0.00894,0.74466,0.76335,0.72594,38.45,39.25,37.56,26735,12313,14422,1,0
"NOR","Norway",1900,31,0.00811,0.00796,0.00828,0.7387,0.75783,0.71947,37.75,38.54,36.89,26140,12031,14109,1,0
"NOR","Norway",1900,32,0.0082,0.00799,0.00844,0.73274,0.75182,0.71354,37.06,37.84,36.2,25991,11885,14106,1,0
"NOR","Norway",1900,33,0.0077,0.00701,0.00853,0.72676,0.74584,0.70755,36.36,37.14,35.5,26921,12342,14579,1,0
"NOR","Norway",1900,34,0.00771,0.00765,0.00777,0.72118,0.74063,0.70154,35.64,36.4,34.8,26728,12159,14569,1,0
"NOR","Norway",1900,35,0.00835,0.008,0.00878,0.71564,0.73498,0.69611,34.91,35.67,34.07,26130,11917,14213,1,0
"NOR","Norway",1900,36,0.00866,0.00767,0.00984,0.70969,0.72913,0.69003,34.2,34.96,33.36,26050,11820,14230,1,0
"NOR","Norway",1900,37,0.00828,0.00768,0.009,0.70357,0.72356,0.68327,33.49,34.22,32.69,24268,11016,13252,1,0
"NOR","Norway",1900,38,0.00823,0.00776,0.0088,0.69777,0.71802,0.67715,32.76,33.48,31.98,23191,10550,12641,1,0
"NOR","Norway",1900,39,0.00867,0.00856,0.00879,0.69205,0.71247,0.67122,32.03,32.74,31.26,23454,10764,12690,1,0
"NOR","Norway",1900,40,0.00844,0.00857,0.00828,0.68608,0.7064,0.66534,31.3,32.01,30.53,24319,11300,13019,1,0
"NOR","Norway",1900,41,0.00831,0.00779,0.00892,0.68031,0.70037,0.65986,30.57,31.29,29.78,22381,10378,12003,1,0
"NOR","Norway",1900,42,0.00831,0.00813,0.00851,0.67468,0.69493,0.654,29.82,30.53,29.04,22405,10392,12013,1,0
"NOR","Norway",1900,43,0.00899,0.00926,0.00869,0.6691,0.68931,0.64845,29.06,29.77,28.28,22041,10273,11768,1,0
"NOR","Norway",1900,44,0.00989,0.00967,0.01014,0.66311,0.68296,0.64284,28.32,29.04,27.53,22755,10522,12233,1,0
"NOR","Norway",1900,45,0.01046,0.01031,0.01063,0.65659,0.67638,0.63636,27.59,28.32,26.8,22779,10533,12246,1,0
"NOR","Norway",1900,46,0.01026,0.0097,0.01092,0.64976,0.66945,0.62963,26.88,27.61,26.08,21107,9809,11298,1,0
"NOR","Norway",1900,47,0.00939,0.00811,0.01088,0.64312,0.66299,0.62279,26.15,26.87,25.36,19957,9209,10748,1,0
"NOR","Norway",1900,48,0.00945,0.00829,0.01077,0.63711,0.65763,0.61606,25.39,26.09,24.63,20800,9738,11062,1,0
"NOR","Norway",1900,49,0.01113,0.01044,0.01193,0.63112,0.6522,0.60945,24.63,25.3,23.9,19580,9106,10474,1,0
"NOR","Norway",1900,50,0.01196,0.01201,0.01189,0.62413,0.64543,0.60223,23.9,24.56,23.18,20156,9417,10739,1,0
"NOR","Norway",1900,51,0.01133,0.01086,0.01188,0.61671,0.63772,0.59511,23.18,23.85,22.45,18000,8306,9694,1,0
"NOR","Norway",1900,52,0.01167,0.01011,0.01348,0.60976,0.63084,0.58808,22.44,23.11,21.71,17994,8386,9608,1,1
"NOR","Norway",1900,53,0.01233,0.01098,0.01387,0.60269,0.6245,0.5802,21.7,22.34,21,17627,8212,9415,1,1
"NOR","Norway",1900,54,0.01384,0.01216,0.01577,0.5953,0.61767,0.57221,20.96,21.58,20.28,17968,8337,9631,1,1
"NOR","Norway",1900,55,0.01479,0.01331,0.01649,0.58712,0.61021,0.56326,20.25,20.84,19.6,16739,7782,8957,1,0
"NOR","Norway",1900,56,0.0148,0.01316,0.01668,0.57851,0.60214,0.55405,19.54,20.11,18.92,16271,7630,8641,1,1
"NOR","Norway",1900,57,0.01552,0.01322,0.01813,0.57001,0.59427,0.54488,18.82,19.37,18.23,15212,7162,8050,1,1
"NOR","Norway",1900,58,0.01636,0.01426,0.01869,0.56123,0.58646,0.53509,18.11,18.62,17.55,15495,7352,8143,1,1
"NOR","Norway",1900,59,0.01896,0.01686,0.02134,0.55212,0.57816,0.52518,17.4,17.88,16.87,13837,6422,7415,1,0
"NOR","Norway",1900,60,0.02047,0.01937,0.02174,0.54175,0.56849,0.5141,16.72,17.18,16.23,13106,6082,7024,1,0
"NOR","Norway",1900,61,0.01963,0.01873,0.02066,0.53077,0.55759,0.50304,16.06,16.5,15.57,12484,5849,6635,1,1
"NOR","Norway",1900,62,0.0221,0.02099,0.02336,0.52045,0.54724,0.49275,15.37,15.8,14.89,13193,6173,7020,1,1
"NOR","Norway",1900,63,0.02388,0.0226,0.02535,0.50908,0.53587,0.48137,14.7,15.13,14.23,13316,6177,7139,1,0
"NOR","Norway",1900,64,0.02443,0.02216,0.02705,0.49706,0.5239,0.46932,14.04,14.46,13.58,14161,6591,7570,1,1
"NOR","Norway",1900,65,0.02634,0.02513,0.02774,0.48507,0.51242,0.4568,13.38,13.78,12.94,13850,6468,7382,1,1
"NOR","Norway",1900,66,0.03109,0.02994,0.03239,0.47246,0.4997,0.4443,12.72,13.11,12.29,12737,5994,6743,1,1
"NOR","Norway",1900,67,0.035,0.03307,0.03717,0.45799,0.48496,0.43014,12.11,12.5,11.67,11596,5477,6119,1,1
"NOR","Norway",1900,68,0.03554,0.03242,0.03907,0.44224,0.46919,0.41444,11.52,11.9,11.1,11504,5366,6138,1,1
"NOR","Norway",1900,69,0.04069,0.03664,0.04539,0.4268,0.45422,0.39856,10.92,11.28,10.52,11355,5242,6113,1,1
"NOR","Norway",1900,70,0.04388,0.04114,0.04706,0.40977,0.43787,0.38087,10.35,10.68,9.99,11517,5340,6177,1,1
"NOR","Norway",1900,71,0.04554,0.04419,0.04711,0.39218,0.42022,0.36335,9.8,10.11,9.44,10131,4689,5442,1,1
"NOR","Norway",1900,72,0.05309,0.05022,0.05643,0.37472,0.40206,0.34663,9.23,9.54,8.87,9771,4521,5250,1,1
"NOR","Norway",1900,73,0.05639,0.05119,0.06239,0.35534,0.38236,0.32761,8.71,9.01,8.36,9968,4668,5300,1,1
"NOR","Norway",1900,74,0.06431,0.06109,0.06805,0.33585,0.36327,0.30779,8.18,8.45,7.87,9279,4244,5035,1,1
"NOR","Norway",1900,75,0.0736,0.07183,0.07572,0.31493,0.34174,0.28753,7.69,7.95,7.39,8293,3790,4503,1,1
"NOR","Norway",1900,76,0.07915,0.07529,0.08372,0.29257,0.31804,0.26655,7.24,7.51,6.93,7904,3646,4258,1,1
"NOR","Norway",1900,77,0.08921,0.08458,0.09467,0.27029,0.29497,0.24513,6.8,7.06,6.49,6961,3207,3754,1,1
"NOR","Norway",1900,78,0.09222,0.08563,0.09995,0.24721,0.27103,0.22298,6.39,6.64,6.08,6782,3123,3659,1,1
"NOR","Norway",1900,79,0.10891,0.10088,0.1185,0.22542,0.24877,0.20175,5.95,6.19,5.67,5715,2612,3103,1,1
"NOR","Norway",1900,80,0.12245,0.11844,0.12735,0.20213,0.22488,0.17918,5.58,5.79,5.32,4676,2121,2555,1,1
"NOR","Norway",1900,81,0.13186,0.13073,0.13327,0.17881,0.19974,0.15773,5.25,5.46,4.98,4291,1866,2425,1,1
"NOR","Norway",1900,82,0.13911,0.13699,0.14195,0.15669,0.17523,0.13802,4.92,5.15,4.62,3374,1414,1960,1,1
"NOR","Norway",1900,83,0.15006,0.14501,0.15698,0.13631,0.15276,0.11973,4.58,4.83,4.25,3277,1396,1881,1,1
"NOR","Norway",1900,84,0.16983,0.16165,0.181,0.11728,0.13211,0.1023,4.24,4.51,3.89,2491,1054,1437,1,1
"NOR","Norway",1900,85,0.18872,0.17389,0.20917,0.09893,0.11235,0.08532,3.93,4.22,3.56,1946,826,1120,1,1
"NOR","Norway",1900,86,0.20841,0.18833,0.23692,0.08187,0.09438,0.06916,3.65,3.92,3.28,1420,587,833,1,1
"NOR","Norway",1900,87,0.23681,0.21584,0.26788,0.06641,0.07813,0.05451,3.38,3.64,3.02,1437,579,858,1,1
"NOR","Norway",1900,88,0.28895,0.2592,0.33513,0.05235,0.06291,0.04163,3.15,3.39,2.8,868,345,523,1,0
"NOR","Norway",1900,89,0.27537,0.2547,0.30919,0.03913,0.04847,0.02968,3.04,3.26,2.73,826,308,518,1,1
"NOR","Norway",1900,90,0.2989,0.27576,0.33816,0.02966,0.03752,0.02174,2.86,3.06,2.55,471,171,300,1,1
"NOR","Norway",1900,91,0.3234,0.29787,0.3684,0.02195,0.02843,0.01545,2.68,2.88,2.38,378,127,251,1,1
"NOR","Norway",1900,92,0.34877,0.32097,0.3997,0.01584,0.02106,0.01064,2.53,2.71,2.23,284,98,186,1,1
"NOR","Norway",1900,93,0.37486,0.34497,0.43185,0.01113,0.01523,0.0071,2.38,2.56,2.09,207,69,138,1,1
"NOR","Norway",1900,94,0.40154,0.36979,0.46459,0.00762,0.01075,0.00458,2.25,2.42,1.97,135,41,94,1,0
"NOR","Norway",1900,95,0.42864,0.39533,0.49763,0.00507,0.0074,0.00285,2.14,2.29,1.86,95,34,61,1,1
"NOR","Norway",1900,96,0.45599,0.42144,0.53069,0.00328,0.00495,0.00171,2.03,2.17,1.76,62,18,44,1,0
"NOR","Norway",1900,97,0.48344,0.448,0.56349,0.00206,0.00323,0.001,1.93,2.06,1.67,30,9,21,1,0
"NOR","Norway",1900,98,0.51082,0.47486,0.59574,0.00126,0.00205,0.00056,1.84,1.96,1.6,16,7,9,1,0
"NOR","Norway",1900,99,0.53795,0.50187,0.62718,0.00075,0.00126,3e-04,1.76,1.87,1.53,22,8,14,1,0
"NOR","Norway",1900,100,0.56471,0.52887,0.65758,0.00043,0.00076,0.00016,1.69,1.79,1.46,5,3,2,1,0
"NOR","Norway",1900,101,0.59094,0.5557,0.68674,0.00024,0.00044,8e-05,1.62,1.71,1.41,4,1,3,1,0
"NOR","Norway",1900,102,0.61653,0.58221,0.7145,0.00013,0.00025,4e-05,1.56,1.64,1.36,4,1,3,1,0
"NOR","Norway",1900,103,0.64137,0.60825,0.74073,7e-05,0.00014,2e-05,1.51,1.58,1.32,0,0,0,1,0
"NOR","Norway",1900,104,0.66536,0.63369,0.76534,4e-05,7e-05,1e-05,1.46,1.52,1.28,2,1,1,1,0
"NOR","Norway",1900,105,0.68843,0.6584,0.78828,2e-05,4e-05,0,1.41,1.47,1.25,0,0,0,1,0
"NOR","Norway",1900,106,0.71053,0.68229,0.80953,1e-05,2e-05,0,1.38,1.43,1.22,0,0,0,1,0
"NOR","Norway",1900,107,0.73161,0.70525,0.82912,0,1e-05,0,1.34,1.39,1.19,0,0,0,1,0
"NOR","Norway",1900,108,0.75164,0.72722,0.84707,0,0,0,1.31,1.35,1.17,0,0,0,1,0
"NOR","Norway",1900,109,0.7706,0.74813,0.86344,0,0,0,1.28,1.32,1.15,0,0,0,1,0
"NOR","Norway",1938,0,0.03628,0.03005,0.0422,1,1,1,67.09,68.98,65.2,42345,21730,20615,1,0
"NOR","Norway",1938,1,0.00759,0.00647,0.00865,0.96479,0.97069,0.95924,68.53,70.06,66.96,40311,20619,19692,1,0
"NOR","Norway",1938,2,0.00298,0.00273,0.00322,0.9575,0.96443,0.95098,68.05,69.51,66.54,39313,19984,19329,1,0
"NOR","Norway",1938,3,0.00203,0.0017,0.00234,0.95465,0.96179,0.94792,67.25,68.7,65.75,39672,20360,19312,1,0
"NOR","Norway",1938,4,0.00166,0.00115,0.00214,0.95271,0.96016,0.9457,66.39,67.81,64.91,39766,20484,19282,1,1
"NOR","Norway",1938,5,0.00136,0.00105,0.00166,0.95113,0.95906,0.94368,65.5,66.89,64.04,42711,21849,20862,1,1
"NOR","Norway",1938,6,0.00126,0.0012,0.00131,0.94984,0.95806,0.94212,64.59,65.96,63.15,43172,21909,21263,1,0
"NOR","Norway",1938,7,0.0011,0.001,0.0012,0.94865,0.95691,0.94088,63.67,65.04,62.23,44839,22943,21896,1,0
"NOR","Norway",1938,8,0.00106,0.00089,0.00122,0.94761,0.95596,0.93975,62.74,64.1,61.31,45114,23119,21995,1,0
"NOR","Norway",1938,9,0.00088,0.00073,0.00103,0.9466,0.95511,0.93861,61.8,63.16,60.38,46655,23637,23018,1,0
"NOR","Norway",1938,10,0.00084,0.00076,0.00092,0.94577,0.95441,0.93765,60.86,62.2,59.44,47238,24020,23218,1,0
"NOR","Norway",1938,11,0.00087,0.00077,0.00096,0.94497,0.95369,0.93678,59.91,61.25,58.5,50915,25937,24978,1,0
"NOR","Norway",1938,12,0.00088,7e-04,0.00105,0.94416,0.95295,0.93588,58.96,60.3,57.55,50300,25584,24716,1,0
"NOR","Norway",1938,13,0.00095,0.00085,0.00105,0.94333,0.95228,0.9349,58.01,59.34,56.61,53729,27555,26174,1,0
"NOR","Norway",1938,14,0.00104,0.00097,0.0011,0.94243,0.95148,0.93391,57.07,58.39,55.67,56342,28753,27589,1,0
"NOR","Norway",1938,15,0.00125,0.00108,0.00142,0.94145,0.95056,0.93289,56.12,57.45,54.73,57045,28874,28171,1,0
"NOR","Norway",1938,16,0.00168,0.00137,0.00197,0.94027,0.94954,0.93156,55.19,56.51,53.81,58208,29509,28699,1,0
"NOR","Norway",1938,17,0.00209,0.00182,0.00235,0.9387,0.94823,0.92972,54.29,55.58,52.91,62542,31787,30755,1,0
"NOR","Norway",1938,18,0.00233,0.00207,0.00257,0.93674,0.94651,0.92754,53.4,54.68,52.04,53267,27422,25845,1,0
"NOR","Norway",1938,19,0.00249,0.00213,0.00284,0.93456,0.94455,0.92516,52.52,53.8,51.17,56455,28645,27810,1,0
"NOR","Norway",1938,20,0.00257,0.00194,0.00317,0.93224,0.94255,0.92254,51.65,52.91,50.31,56619,28766,27853,1,0
"NOR","Norway",1938,21,0.0027,0.00218,0.00321,0.92985,0.94072,0.91961,50.78,52.01,49.47,54204,27444,26760,1,0
"NOR","Norway",1938,22,0.00265,0.00252,0.00277,0.92734,0.93867,0.91667,49.92,51.12,48.63,51801,26107,25694,1,0
"NOR","Norway",1938,23,0.00285,0.00245,0.00324,0.92489,0.93631,0.91413,49.05,50.25,47.76,54591,27910,26681,1,0
"NOR","Norway",1938,24,0.00308,0.00257,0.00357,0.92226,0.93402,0.91117,48.19,49.37,46.92,53338,27053,26285,1,0
"NOR","Norway",1938,25,0.00303,0.00277,0.00329,0.91942,0.93162,0.90792,47.33,48.5,46.08,53008,26848,26160,1,0
"NOR","Norway",1938,26,0.00322,0.00289,0.00354,0.91663,0.92904,0.90494,46.48,47.63,45.23,51573,26040,25533,1,0
"NOR","Norway",1938,27,0.00317,0.00271,0.00363,0.91369,0.92637,0.90174,45.63,46.77,44.39,50099,24985,25114,1,0
"NOR","Norway",1938,28,0.00304,0.00245,0.00364,0.9108,0.92386,0.89847,44.77,45.89,43.55,50260,25099,25161,1,0
"NOR","Norway",1938,29,0.00306,0.0026,0.00353,0.90803,0.9216,0.89521,43.9,45.01,42.71,48078,23956,24122,1,0
"NOR","Norway",1938,30,0.0032,0.00283,0.00357,0.90525,0.91921,0.89206,43.04,44.12,41.86,47133,23197,23936,1,0
"NOR","Norway",1938,31,0.0035,0.00334,0.00367,0.90236,0.91661,0.88888,42.17,43.25,41.01,46530,22883,23647,1,0
"NOR","Norway",1938,32,0.0036,0.00343,0.00378,0.89921,0.91355,0.88562,41.32,42.39,40.15,45529,22114,23415,1,0
"NOR","Norway",1938,33,0.0035,0.00264,0.00442,0.89598,0.91042,0.88228,40.47,41.53,39.3,45312,22018,23294,1,0
"NOR","Norway",1938,34,0.00334,0.00267,0.00407,0.89284,0.90803,0.87839,39.61,40.64,38.48,44778,21557,23221,1,0
"NOR","Norway",1938,35,0.00341,0.00295,0.00391,0.88986,0.90561,0.87483,38.74,39.75,37.63,44396,21451,22945,1,0
"NOR","Norway",1938,36,0.00365,0.00317,0.00416,0.88683,0.90294,0.87141,37.87,38.86,36.78,44278,21412,22866,1,0
"NOR","Norway",1938,37,0.00397,0.00348,0.00449,0.8836,0.90008,0.8678,37,37.99,35.93,43343,20996,22347,1,0
"NOR","Norway",1938,38,0.00418,0.00333,0.00507,0.8801,0.89696,0.86391,36.15,37.12,35.09,42972,20870,22102,1,0
"NOR","Norway",1938,39,0.00445,0.00356,0.00539,0.87644,0.89397,0.85954,35.3,36.24,34.26,42405,20558,21847,1,0
"NOR","Norway",1938,40,0.00453,0.00387,0.00523,0.87255,0.8908,0.85492,34.45,35.37,33.45,41405,19992,21413,1,0
"NOR","Norway",1938,41,0.0046,0.00396,0.00528,0.86861,0.88737,0.85046,33.61,34.5,32.62,40017,19477,20540,1,0
"NOR","Norway",1938,42,0.0046,0.00395,0.00529,0.86462,0.88386,0.84598,32.76,33.64,31.79,39687,19391,20296,1,0
"NOR","Norway",1938,43,0.00423,0.00394,0.00453,0.86065,0.88037,0.84152,31.91,32.77,30.95,37266,18162,19104,1,0
"NOR","Norway",1938,44,0.00455,0.00395,0.00518,0.85702,0.87691,0.83771,31.04,31.89,30.09,37386,18198,19188,1,0
"NOR","Norway",1938,45,0.00464,0.00366,0.00567,0.85313,0.87346,0.83339,30.18,31.02,29.25,34680,16953,17727,1,0
"NOR","Norway",1938,46,0.00489,0.00455,0.00525,0.84918,0.87026,0.82867,29.32,30.13,28.41,34979,16850,18129,1,0
"NOR","Norway",1938,47,0.00545,0.00514,0.00578,0.84504,0.86631,0.82434,28.46,29.27,27.56,33066,15889,17177,1,0
"NOR","Norway",1938,48,0.00571,0.00535,0.00611,0.84045,0.86187,0.81959,27.61,28.41,26.71,31235,14917,16318,1,0
"NOR","Norway",1938,49,0.00639,0.00607,0.00674,0.83566,0.85727,0.81459,26.77,27.56,25.87,30533,14492,16041,1,0
"NOR","Norway",1938,50,0.00729,0.00599,0.00874,0.83034,0.85208,0.80912,25.94,26.73,25.05,30555,14431,16124,1,1
"NOR","Norway",1938,51,0.00817,0.00695,0.00954,0.82431,0.847,0.80208,25.12,25.89,24.26,28919,13691,15228,1,0
"NOR","Norway",1938,52,0.00864,0.00787,0.00951,0.8176,0.84114,0.79446,24.33,25.06,23.49,28741,13361,15380,1,0
"NOR","Norway",1938,53,0.00881,0.00792,0.00983,0.81056,0.83454,0.78694,23.53,24.26,22.71,27190,12792,14398,1,0
"NOR","Norway",1938,54,0.00902,0.00825,0.00992,0.80345,0.82796,0.77925,22.74,23.45,21.93,26436,12115,14321,1,1
"NOR","Norway",1938,55,0.00972,0.00918,0.01034,0.79624,0.82116,0.77156,21.94,22.64,21.14,25662,11984,13678,1,0
"NOR","Norway",1938,56,0.00977,0.00843,0.0113,0.78853,0.81365,0.76362,21.15,21.84,20.36,24910,11561,13349,1,1
"NOR","Norway",1938,57,0.01008,0.00813,0.01234,0.78087,0.80682,0.75504,20.35,21.02,19.58,24464,11408,13056,1,1
"NOR","Norway",1938,58,0.01231,0.01106,0.01375,0.77303,0.80029,0.74578,19.55,20.19,18.82,25467,11838,13629,1,0
"NOR","Norway",1938,59,0.01446,0.01377,0.01524,0.76357,0.79148,0.73559,18.79,19.41,18.07,24118,11227,12891,1,0
"NOR","Norway",1938,60,0.01561,0.01438,0.01699,0.75261,0.78066,0.72447,18.05,18.67,17.34,24150,11425,12725,1,0
"NOR","Norway",1938,61,0.01605,0.01441,0.01792,0.74096,0.76951,0.71226,17.33,17.93,16.63,23249,10759,12490,1,0
"NOR","Norway",1938,62,0.01751,0.01644,0.01873,0.72916,0.7585,0.69961,16.6,17.19,15.92,22031,10422,11609,1,0
"NOR","Norway",1938,63,0.01899,0.01749,0.02067,0.71651,0.74613,0.68663,15.89,16.46,15.21,21035,9855,11180,1,0
"NOR","Norway",1938,64,0.0207,0.0182,0.02356,0.70303,0.73319,0.67258,15.18,15.74,14.52,19829,9224,10605,1,0
"NOR","Norway",1938,65,0.02436,0.02117,0.02806,0.68862,0.71997,0.65692,14.49,15.02,13.86,18961,8753,10208,1,0
"NOR","Norway",1938,66,0.02704,0.02318,0.03156,0.67205,0.70489,0.63874,13.83,14.33,13.24,17924,8245,9679,1,0
"NOR","Norway",1938,67,0.02827,0.02477,0.03243,0.65413,0.68874,0.6189,13.2,13.66,12.64,17044,7763,9281,1,0
"NOR","Norway",1938,68,0.0296,0.02606,0.03388,0.63589,0.67189,0.59914,12.56,12.99,12.05,15995,7219,8776,1,1
"NOR","Norway",1938,69,0.03223,0.02963,0.03543,0.61734,0.6546,0.57918,11.93,12.32,11.44,15929,7160,8769,1,1
"NOR","Norway",1938,70,0.03511,0.03256,0.03825,0.59776,0.63549,0.55902,11.3,11.67,10.84,14785,6594,8191,1,1
"NOR","Norway",1938,71,0.03967,0.03619,0.04405,0.57714,0.61513,0.53804,10.69,11.04,10.24,15198,6717,8481,1,1
"NOR","Norway",1938,72,0.04497,0.04226,0.04843,0.55468,0.59327,0.51485,10.1,10.43,9.68,14333,6278,8055,1,1
"NOR","Norway",1938,73,0.0508,0.04658,0.05618,0.53029,0.56871,0.4905,9.54,9.86,9.14,13593,6020,7573,1,1
"NOR","Norway",1938,74,0.05534,0.05063,0.06141,0.50402,0.54282,0.4637,9.01,9.31,8.63,12787,5543,7244,1,1
"NOR","Norway",1938,75,0.05981,0.05457,0.0667,0.47687,0.51602,0.43607,8.5,8.77,8.15,11487,4969,6518,1,1
"NOR","Norway",1938,76,0.06525,0.05937,0.07303,0.44918,0.48861,0.40792,7.99,8.23,7.68,10032,4332,5700,1,1
"NOR","Norway",1938,77,0.07352,0.06988,0.07834,0.4208,0.46044,0.37918,7.49,7.7,7.22,9764,4207,5557,1,0
"NOR","Norway",1938,78,0.08462,0.08233,0.08765,0.39096,0.42935,0.3506,7.03,7.22,6.77,9116,3945,5171,1,0
"NOR","Norway",1938,79,0.09503,0.09002,0.10164,0.35922,0.3954,0.32116,6.6,6.8,6.34,7957,3419,4538,1,0
"NOR","Norway",1938,80,0.10218,0.09658,0.10974,0.32663,0.36134,0.29009,6.21,6.39,5.97,7098,3044,4054,1,0
"NOR","Norway",1938,81,0.11117,0.10889,0.11417,0.29488,0.32805,0.25991,5.83,5.99,5.61,6693,2923,3770,1,0
"NOR","Norway",1938,82,0.11866,0.11466,0.12414,0.26382,0.29417,0.23184,5.45,5.62,5.22,5906,2411,3495,1,0
"NOR","Norway",1938,83,0.13477,0.12938,0.14233,0.23427,0.26227,0.20474,5.08,5.25,4.85,5514,2351,3163,1,0
"NOR","Norway",1938,84,0.15377,0.14774,0.16213,0.20469,0.2304,0.17754,4.74,4.9,4.52,4232,1748,2484,1,0
"NOR","Norway",1938,85,0.16344,0.1511,0.18131,0.17546,0.1987,0.15091,4.45,4.61,4.22,3624,1482,2142,1,0
"NOR","Norway",1938,86,0.18266,0.16628,0.20675,0.14895,0.17079,0.12582,4.15,4.28,3.97,2941,1209,1732,1,0
"NOR","Norway",1938,87,0.20081,0.18977,0.21701,0.12402,0.14457,0.10225,3.88,3.96,3.77,2482,1009,1473,1,0
"NOR","Norway",1938,88,0.2178,0.21458,0.22255,0.10139,0.11951,0.08223,3.64,3.69,3.56,1852,750,1102,1,0
"NOR","Norway",1938,89,0.23674,0.23518,0.23917,0.08148,0.09635,0.06576,3.41,3.46,3.33,1468,550,918,1,0
"NOR","Norway",1938,90,0.25916,0.25029,0.27395,0.06423,0.07608,0.05171,3.19,3.25,3.09,1129,431,698,1,0
"NOR","Norway",1938,91,0.28164,0.27562,0.29152,0.04949,0.05915,0.03925,2.99,3.03,2.92,807,328,479,1,0
"NOR","Norway",1938,92,0.30536,0.29959,0.31511,0.03727,0.04482,0.02927,2.81,2.84,2.74,562,200,362,1,0
"NOR","Norway",1938,93,0.33017,0.32471,0.3397,0.0274,0.03314,0.0213,2.64,2.67,2.58,495,171,324,1,0
"NOR","Norway",1938,94,0.35598,0.35088,0.36519,0.01963,0.02389,0.01511,2.48,2.51,2.44,281,105,176,1,0
"NOR","Norway",1938,95,0.38267,0.37798,0.39145,0.0137,0.01676,0.01045,2.34,2.36,2.3,195,64,131,1,0
"NOR","Norway",1938,96,0.41011,0.40586,0.41836,0.0093,0.01143,0.00703,2.21,2.22,2.18,135,50,85,1,0
"NOR","Norway",1938,97,0.43814,0.43437,0.44576,0.00614,0.00757,0.0046,2.09,2.1,2.06,87,24,63,1,0
"NOR","Norway",1938,98,0.46659,0.46331,0.47349,0.00393,0.00487,0.00292,1.98,1.99,1.96,37,8,29,1,0
"NOR","Norway",1938,99,0.49529,0.4925,0.50139,0.00244,0.00304,0.0018,1.88,1.89,1.87,36,7,29,1,0
"NOR","Norway",1938,100,0.52404,0.52175,0.52928,0.00147,0.00184,0.00108,1.79,1.8,1.78,22,11,11,1,0
"NOR","Norway",1938,101,0.55265,0.55085,0.55699,0.00086,0.00108,0.00063,1.71,1.72,1.7,6,2,4,1,0
"NOR","Norway",1938,102,0.58095,0.5796,0.58435,0.00049,0.00061,0.00035,1.64,1.64,1.63,7,3,4,1,0
"NOR","Norway",1938,103,0.60875,0.60782,0.6112,0.00027,0.00034,0.00019,1.57,1.58,1.57,5,2,3,1,0
"NOR","Norway",1938,104,0.63588,0.63535,0.63739,0.00014,0.00018,1e-04,1.52,1.52,1.51,1,0,1,1,0
"NOR","Norway",1938,105,0.66221,0.66201,0.66279,7e-05,9e-05,5e-05,1.46,1.46,1.46,1,0,1,1,0
"NOR","Norway",1938,106,0.68758,0.68768,0.68728,4e-05,5e-05,3e-05,1.41,1.41,1.42,0,0,0,1,0
"NOR","Norway",1938,107,0.71191,0.71225,0.71078,2e-05,2e-05,1e-05,1.37,1.37,1.37,0,0,0,1,0
"NOR","Norway",1938,108,0.73509,0.73563,0.73319,1e-05,1e-05,1e-05,1.33,1.33,1.34,0,0,0,1,0
"NOR","Norway",1938,109,0.75706,0.75776,0.75446,0,1e-05,0,1.31,1.3,1.31,0,0,0,1,0
"NOR","Norway",1945,0,0.0346,0.03201,0.03702,1,1,1,68.19,70.45,65.97,60504,31335,29169,1,0
"NOR","Norway",1945,1,0.00793,0.00682,0.00898,0.96638,0.96882,0.96411,69.56,71.71,67.42,55135,28369,26766,1,0
"NOR","Norway",1945,2,0.00359,0.00286,0.00429,0.95875,0.96224,0.9555,69.11,71.2,67.02,51008,26149,24859,1,0
"NOR","Norway",1945,3,0.00281,0.00239,0.00322,0.95531,0.95949,0.95141,68.35,70.4,66.31,43535,22278,21257,1,0
"NOR","Norway",1945,4,0.00228,0.00199,0.00256,0.95263,0.95721,0.94835,67.54,69.57,65.52,45338,23257,22081,1,0
"NOR","Norway",1945,5,0.00179,0.00151,0.00206,0.95045,0.9553,0.94592,66.7,68.71,64.69,44138,22406,21732,1,0
"NOR","Norway",1945,6,0.00156,0.00122,0.0019,0.94875,0.95386,0.94397,65.82,67.81,63.82,42835,21866,20969,1,0
