"code","year","name","b","B","c","C","d","σ","ex","Hx","LE_mod","H_mod","LE_b","LE_B","LE_c","LE_C","LE_d","H_b","H_B","H_c","H_C","H_d","Delta_b","Delta_B","Delta_c","Delta_C","Delta_d","Delta_σ","Delta_ex","Delta_Hx","Delta_LE_mod","Delta_H_mod"
"NLD",2008,"Netherlands",2.37854800610995,2.40065877753674,0.101401007035045,108.626781719997,8.01638568868258e-05,0.0339616305701969,80.39,0.122735465739571,80.5031434329586,0.126034972632782,0.265296671077878,0.263008341347798,277.957806490544,0.990878464438891,-3290.21586656082,-0.00328947758153542,-0.00326134770736125,-1.62510335793742,-0.00145019397475792,36.0201839407368,0.124257755742538,-0.0520812418771128,0.00205607151146486,0.509926348998377,-2.45805089887799e-05,0.000690010299345914,1.568,-0.00636518526718222,1.39356089395719,-0.00567079179538357
"NLD",2013,"Netherlands",2.48813416350726,2.36507032023193,0.102667711618637,108.866533873636,7.14690740065212e-05,0.0345321343431875,81.312,0.118572401248383,81.2559449736706,0.122956335526912,0.211873577295051,0.223014263619179,270.046444502414,0.991981055992605,-3347.56411662432,-0.00260295844629197,-0.00274000308816947,-1.56067432978778,-0.00141289258157951,36.4056061595049,0.109586157397306,-0.0355884573048102,0.00126670458359217,0.239752153639088,-8.69478288030461e-06,0.000570503772990658,0.921999999999997,-0.00416306449118822,0.752801540711985,-0.00307863710587016
"NLD",2018,"Netherlands",2.52614640636934,2.32641568834883,0.103543610807919,108.84413778825,6.46200969609461e-05,0.0365539846220005,81.775,0.114968304535788,81.5713448910237,0.121288363808379,0.207697612378906,0.225642879847164,264.760317414415,0.992618383899775,-3371.32841403758,-0.00254188448281493,-0.00276167556063991,-1.52312336605929,-0.0013948227300572,36.5783686392097,0.0380122428620773,-0.0386546318830989,0.00087589918928177,-0.0223960853864185,-6.8489770455751e-06,0.00202185027881295,0.463000000000008,-0.00360409671259426,0.315399917353162,-0.00166797171853302
"NOR",1903,"Norway",1.26511544967343,2.1327309980446,0.0872017855924909,107.401396746228,0.00494526440030751,0.0424364549137002,55.436,0.399170964692736,58.2213015006436,0.354448067381938,6.42472861417029,3.82748576796204,276.744145579286,0.658013570730175,-2035.3109510911,-0.109292533852661,-0.0651978546797681,-1.74770029634228,5.74534959633786e-05,27.5196351384759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NOR",1908,"Norway",1.29881301707722,2.15562426149045,0.087108322604274,107.462511965358,0.00459645743178367,0.043379513449359,57.02,0.373566980092382,59.3132537169733,0.338767086702915,5.82742812610909,3.52505023010565,285.612913243466,0.679043237517985,-2085.06972106923,-0.0973775714603003,-0.0589747369250484,-1.81613643455818,-7.43793444520544e-05,27.8430239602142,0.0336975674037894,0.022893263445849,-9.34629882169136e-05,0.0611152191296043,-0.00034880696852384,0.000943058535658799,1.584,-0.0256039846003542,1.09195221632969,-0.0156809806790232
"NOR",1913,"Norway",1.3271785028178,2.17651326542839,0.0867167059866688,107.431395468176,0.00420809451558441,0.048311911668915,58,0.357513782259353,60.249863316685,0.323826589048809,5.35619918635373,3.27810449260289,297.970216931904,0.702276948042831,-2124.95416560428,-0.0881671683584688,-0.054018027584498,-1.92532599010926,-0.000241541061114656,28.0953711472459,0.0283654857405797,0.0208890039379441,-0.000391616617605201,-0.0311164971812588,-0.000388362916199268,0.00493239821955597,0.979999999999997,-0.0160531978330291,0.93660959971173,-0.0149404976541058
"NOR",1918,"Norway",1.35751106355574,2.20160927771632,0.0866137253365251,107.614712440153,0.00517658415439447,0.057140195904955,56.18,0.382660844315942,58.6004159657603,0.3461170539628,4.65983435958013,2.88350179281696,281.845228286953,0.657786817560754,-2040.72931218344,-0.0788055203325907,-0.0488199248272788,-1.74933001433919,0.000117772164057842,27.2890161419314,0.0303325607379437,0.0250960122879302,-0.000102980650143608,0.183316971976154,0.000968489638810065,0.00882828423604005,-1.82,0.0251470620565894,-1.64944735092472,0.0222904649139916
"NOR",1923,"Norway",1.40678499846406,2.24113548558674,0.0860846866849811,107.827784253984,0.00301754359913645,0.0583521432772056,61.754,0.305240642421013,63.6136596968508,0.279527156107832,4.22841526331824,2.66216570517007,331.406703321002,0.773835944434479,-2286.67095430186,-0.0660369106900565,-0.0416080310916725,-2.19287156175429,-0.000722856791647481,29.1861894022083,0.0492739349083107,0.0395262078704173,-0.000529038651544023,0.213071813831007,-0.00215904055525802,0.00121194737225061,5.574,-0.0774202018949289,5.01324373109053,-0.0665898978549684
"NOR",1928,"Norway",1.4379589698178,2.27749371445738,0.0855660162496005,107.825261282784,0.00237819987993845,0.0575212672300088,63.21,0.28498096023019,65.127166168759,0.257881628301739,3.81251220818182,2.41373911227529,352.397342387211,0.814036646669242,-2355.9676119483,-0.0581999179082346,-0.0368710184225768,-2.37571779717306,-0.00101260880159992,29.6377383456229,0.0311739713537424,0.0363582288706445,-0.000518670435380647,-0.00252297119963885,-0.000639343719198006,-0.000830876047196824,1.456,-0.0202596821908234,1.51350647190819,-0.0216455278060926
"NOR",1933,"Norway",1.45355757205074,2.31326300437487,0.0861700185915149,107.657127834927,0.00176884428906922,0.0529462033254931,65.26,0.257294757435052,66.8828997458502,0.23601303413559,3.60728469801823,2.27249273911553,361.184849925331,0.852846397659808,-2444.8638320236,-0.0536575153278809,-0.0338217846873311,-2.44611052413725,-0.00125357134881027,30.2826882020637,0.0155986022329442,0.0357692899174866,0.000604002341914406,-0.168133447857329,-0.000609355590869227,-0.00457506390451571,2.05,-0.0276862027951373,1.75573357709115,-0.0218685941661499
"NOR",1938,"Norway",1.46352779606159,2.3534489481253,0.0872381335354248,107.449500928051,0.00149031713117385,0.0476051831484506,66.432,0.240480998814827,68.017379614754,0.223272880913064,3.41707710124377,2.13016493601615,357.43078963087,0.872092159518191,-2505.67537024365,-0.0499995399477335,-0.0311849526442305,-2.40424829258434,-0.00133775448438062,30.7308237982357,0.0099702240108519,0.0401859437504362,0.00106811494390988,-0.207626906875873,-0.000278527157895368,-0.00534102017704245,1.172,-0.0168137586202254,1.1344798689039,-0.0127401532225255
"NOR",1943,"Norway",1.45005685039169,2.3906111360135,0.0900720938677351,107.63903733984,0.00211380607851729,0.0407484960419522,66.312,0.25360752354499,67.8562781435521,0.235853211974769,3.41781980817144,2.07824051244608,316.082905214215,0.832207955212881,-2522.25317257622,-0.0501138542107031,-0.0304887723300157,-2.01548971504761,-0.000936796970633509,30.9378426442362,-0.0134709456698991,0.0371621878881974,0.00283396033231038,0.189536411788836,0.000623488947343439,-0.00685668710649843,-0.120000000000005,0.0131265247301634,-0.16110147120196,0.012580331061705
