Chile, Population size (abridged)	Last modified: 20 Jul 2020;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  2013          37            121008.54       116842.23       237850.77
  2013          38            124725.34       120850.00       245575.34
  2013          39            124986.03       121515.35       246501.38
  2013          40            124216.87       119323.89       243540.76
  2013          41            122403.50       117061.98       239465.48
  2013          42            118267.28       112855.92       231123.20
  2013          43            118721.40       112853.08       231574.48
  2013          44            120023.27       114055.98       234079.25
  2013          45            121493.31       114959.12       236452.43
  2013          46            122801.34       115595.47       238396.81
  2013          47            124828.31       117251.28       242079.59
  2013          48            125709.39       117278.88       242988.27
  2013          49            124129.20       116516.76       240645.96
  2013          50            123146.69       115163.07       238309.76
  2013          51            118661.19       109737.38       228398.57
  2013          52            114106.88       106023.77       220130.65
  2013          53            113296.87       105023.73       218320.60
  2013          54            106263.65        98085.04       204348.69
  2013          55            100866.34        93659.43       194525.77
  2013          56             98386.86        90678.95       189065.81
  2013          57             93069.85        85035.93       178105.78
  2013          58             89474.07        81778.98       171253.05
  2013          59             86323.42        78648.83       164972.25
  2013          60             81229.88        73570.32       154800.20
  2013          61             77037.81        69336.77       146374.58
  2013          62             73696.28        66903.32       140599.60
  2013          63             73946.17        66638.98       140585.15
  2013          64             69088.27        61481.27       130569.54
  2013          65             66640.60        58908.82       125549.42
  2013          66             63594.04        55537.09       119131.13
  2013          67             61263.78        53594.71       114858.49
  2013          68             58435.90        50605.41       109041.31
  2013          69             55738.78        47545.85       103284.63
  2013          70             53767.50        44629.08        98396.58
  2013          71             51399.11        41659.89        93059.00
  2013          72             47700.47        38702.11        86402.58
  2013          73             46302.79        36974.78        83277.57
  2013          74             41209.39        32323.13        73532.52
  2013          75             39661.44        30748.50        70409.94
  2013          76             39058.52        29440.08        68498.60
  2013          77             35368.28        25830.42        61198.70
  2013          78             33210.21        24101.22        57311.43
  2013          79             30866.01        21415.51        52281.52
  2013          80             29937.60        20284.95        50222.55
  2013          81             29450.96        19277.43        48728.39
  2013          82             24079.83        15886.50        39966.33
  2013          83             23618.50        15082.73        38701.23
  2013          84             20266.46        12062.68        32329.14
  2013          85             17376.86        10528.51        27905.37
  2013          86             14604.02         8428.21        23032.23
  2013          87             12958.66         6995.16        19953.82
  2013          88             11646.81         6057.12        17703.93
  2013          89              9740.75         4860.43        14601.18
  2013          90              8531.21         3992.31        12523.52
  2013          91              6988.30         2991.75         9980.05
  2013          92              5910.50         2312.63         8223.13
  2013          93              4475.71         1643.62         6119.33
  2013          94              3707.18         1306.49         5013.67
  2013          95              2789.95          886.75         3676.70
  2013          96              2169.53          693.24         2862.77
  2013          97              1681.66          402.72         2084.38
  2013          98              1277.67          312.06         1589.73
  2013          99               818.50          190.10         1008.60
  2013         100               541.97           97.69          639.66
  2013         101               364.31           62.15          426.46
  2013         102               227.48           60.46          287.94
  2013         103               145.21           31.56          176.77
  2013         104                65.61           11.77           77.38
  2013         105                34.50            5.72           40.22
  2013         106                24.25            4.60           28.85
  2013         107                17.67            2.00           19.67
  2013         108                 6.80            1.00            7.80
  2013         109                 1.00            2.00            3.00
  2013         110+                9.00            3.00           12.00
  2014           0            117702.11       122290.34       239992.45
  2014           1            118265.81       122657.36       240923.17
  2014           2            119134.77       124622.30       243757.07
  2014           3            121574.36       126434.26       248008.62
  2014           4            120975.91       126117.98       247093.89
  2014           5            118240.08       123301.39       241541.47
  2014           6            115342.26       120236.78       235579.04
  2014           7            112382.98       117169.53       229552.51
  2014           8            111068.80       116617.68       227686.48
  2014           9            110997.49       115666.44       226663.93
  2014          10            112901.91       117736.47       230638.38
  2014          11            115282.41       120042.75       235325.16
  2014          12            115626.11       120840.53       236466.64
  2014          13            118598.87       124003.87       242602.74
  2014          14            120048.21       125366.69       245414.90
  2014          15            123155.49       128249.83       251405.32
  2014          16            126211.21       131219.41       257430.62
  2014          17            130028.87       134390.34       264419.21
  2014          18            133091.15       137022.73       270113.88
  2014          19            137074.76       140649.81       277724.57
  2014          20            138692.66       142613.93       281306.59
  2014          21            142206.00       145802.93       288008.93
  2014          22            145188.49       148163.25       293351.74
  2014          23            148259.17       151789.43       300048.60
  2014          24            147985.17       151292.80       299277.97
  2014          25            142681.24       145196.75       287877.99
  2014          26            138049.77       140136.13       278185.90
  2014          27            134634.43       135621.38       270255.81
  2014          28            128399.00       128991.51       257390.51
  2014          29            124937.62       126134.42       251072.04
  2014          30            125054.81       125468.29       250523.10
  2014          31            129704.70       128381.75       258086.45
  2014          32            129744.99       127895.55       257640.54
  2014          33            122782.84       121558.25       244341.09
  2014          34            120332.96       118260.81       238593.77
  2014          35            116326.88       113267.11       229593.99
  2014          36            114653.48       111624.22       226277.70
  2014          37            116901.94       113064.51       229966.45
  2014          38            121102.48       116749.96       237852.44
  2014          39            124729.68       120547.39       245277.07
  2014          40            125162.06       121349.68       246511.74
  2014          41            124273.20       119070.46       243343.66
  2014          42            122272.77       116590.63       238863.40
  2014          43            118278.92       112551.88       230830.80
  2014          44            118294.35       112161.19       230455.54
  2014          45            119922.06       113546.56       233468.62
  2014          46            121567.31       114727.94       236295.25
  2014          47            122753.52       115302.00       238055.52
  2014          48            124443.19       116635.46       241078.65
  2014          49            125264.78       116579.32       241844.10
  2014          50            123789.66       115716.03       239505.69
  2014          51            122909.53       114558.60       237468.13
  2014          52            118229.68       109014.34       227244.02
  2014          53            113799.73       105248.65       219048.38
  2014          54            111995.46       103347.57       215343.03
  2014          55            105933.75        97438.24       203371.99
  2014          56            101040.24        93495.28       194535.52
  2014          57             98278.56        90230.91       188509.47
  2014          58             92764.73        84341.72       177106.45
  2014          59             88950.88        80875.66       169826.54
  2014          60             85996.07        77852.76       163848.83
  2014          61             80893.47        72806.03       153699.50
  2014          62             76540.21        68547.09       145087.30
  2014          63             73248.10        65816.69       139064.79
  2014          64             72868.58        65088.81       137957.39
  2014          65             68549.46        60528.47       129077.93
  2014          66             66183.52        58019.65       124203.17
  2014          67             63272.22        54799.89       118072.11
  2014          68             60783.09        52555.27       113338.36
  2014          69             57817.31        49587.11       107404.42
  2014          70             54978.81        46378.26       101357.07
  2014          71             53054.92        43551.88        96606.80
  2014          72             50539.30        40557.98        91097.28
  2014          73             47074.49        37572.63        84647.12
  2014          74             45133.27        35476.23        80609.50
  2014          75             40221.41        31065.30        71286.71
  2014          76             38477.60        29319.47        67797.07
  2014          77             37658.74        27873.88        65532.62
  2014          78             34312.99        24547.97        58860.96
  2014          79             32157.89        22754.15        54912.04
  2014          80             29834.03        20292.80        50126.83
  2014          81             28810.63        19128.90        47939.53
  2014          82             28074.22        17877.91        45952.13
  2014          83             22343.78        14215.29        36559.07
  2014          84             21555.11        13298.90        34854.01
  2014          85             18456.73        10568.58        29025.31
  2014          86             15862.86         9329.51        25192.37
  2014          87             13103.02         7370.21        20473.23
  2014          88             11583.66         6005.16        17588.82
  2014          89             10219.81         5119.12        15338.93
  2014          90              8454.75         4045.43        12500.18
  2014          91              7284.21         3292.31        10576.52
  2014          92              5845.30         2447.75         8293.05
  2014          93              4857.50         1829.63         6687.13
  2014          94              3685.71         1271.62         4957.33
  2014          95              2934.18         1028.49         3962.67
  2014          96              2163.95          668.75         2832.70
  2014          97              1651.53          508.24         2159.77
  2014          98              1240.66          282.72         1523.38
  2014          99               913.67          219.06         1132.73
  2014         100               570.50          123.10          693.60
  2014         101               363.97           62.69          426.66
  2014         102               228.31           34.15          262.46
  2014         103               145.48           39.46          184.94
  2014         104               100.21           14.56          114.77
  2014         105                37.61            6.77           44.38
  2014         106                23.50            2.72           26.22
  2014         107                16.25            2.60           18.85
  2014         108                10.67            0.00           10.67
  2014         109                 1.80            1.00            2.80
  2014         110+                5.00            3.00            8.00
  2015           0            121206.77       126370.73       247577.50
  2015           1            117104.95       121702.39       238807.34
  2015           2            117951.01       122336.59       240287.60
  2015           3            118825.27       124245.21       243070.48
  2015           4            121412.89       126381.04       247793.93
  2015           5            120598.12       125804.97       246403.09
  2015           6            117968.45       123043.83       241012.28
  2015           7            115134.69       119994.36       235129.05
  2015           8            112390.24       117184.53       229574.77
  2015           9            111033.01       116527.17       227560.18
  2015          10            110891.81       115614.27       226506.08
  2015          11            112840.28       117640.70       230480.98
  2015          12            115536.51       120304.10       235840.61
  2015          13            116440.53       121719.81       238160.34
  2015          14            119373.32       124870.18       244243.50
  2015          15            120596.19       126041.54       246637.73
  2015          16            123513.09       128648.92       252162.01
  2015          17            126550.56       131580.97       258131.53
  2015          18            130540.61       134831.93       265372.54
  2015          19            133558.95       137359.62       270918.57
  2015          20            137608.15       141009.49       278617.64
  2015          21            139229.93       142964.03       282193.96
  2015          22            142691.15       146137.49       288828.64
  2015          23            145696.72       148396.02       294092.74
  2015          24            148747.24       152010.97       300758.21
  2015          25            148410.95       151512.55       299923.50
  2015          26            143097.64       145346.75       288444.39
  2015          27            138249.89       140050.16       278300.05
  2015          28            134570.56       135393.71       269964.27
  2015          29            128903.52       129061.75       257965.27
  2015          30            125314.04       126049.56       251363.60
  2015          31            125343.46       125287.48       250630.94
  2015          32            130108.58       128524.19       258632.77
  2015          33            130054.76       127984.01       258038.77
  2015          34            123024.89       121342.82       244367.71
  2015          35            120501.94       117987.65       238489.59
  2015          36            116419.98       113030.27       229450.25
  2015          37            114878.56       111546.84       226425.40
  2015          38            117138.96       113144.81       230283.77
  2015          39            121177.42       116656.66       237834.08
  2015          40            124723.02       120213.74       244936.76
  2015          41            125336.09       121139.98       246476.07
  2015          42            124320.52       118793.01       243113.53
  2015          43            122139.03       116171.25       238310.28
  2015          44            118270.56       112244.80       230515.36
  2015          45            117901.28       111449.26       229350.54
  2015          46            119823.83       112995.11       232818.94
  2015          47            121634.30       114464.72       236099.02
  2015          48            122687.69       115000.49       237688.18
  2015          49            124056.07       116020.58       240076.65
  2015          50            124813.17       115917.70       240730.87
  2015          51            123422.11       114882.24       238304.35
  2015          52            122660.35       113888.08       236548.43
  2015          53            117780.15       108303.23       226083.38
  2015          54            113489.57       104456.46       217946.03
  2015          55            110757.04       101662.35       212419.39
  2015          56            105560.82        96760.36       202321.18
  2015          57            101191.12        93290.05       194481.17
  2015          58             98132.25        89674.79       187807.04
  2015          59             92353.58        83588.44       175942.02
  2015          60             88453.67        79961.25       168414.92
  2015          61             85634.70        76995.61       162630.31
  2015          62             80512.03        72000.66       152512.69
  2015          63             75994.58        67741.31       143735.89
  2015          64             72735.89        64736.96       137472.85
  2015          65             71763.95        63512.54       135276.49
  2015          66             67933.61        59458.54       127392.15
  2015          67             65704.41        57036.35       122740.76
  2015          68             62893.37        53962.56       116855.93
  2015          69             60210.37        51451.71       111662.08
  2015          70             57183.68        48424.66       105608.34
  2015          71             54245.81        45204.54        99450.35
  2015          72             52246.30        42433.54        94679.84
  2015          73             49558.46        39440.93        88999.39
  2015          74             46364.48        36410.01        82774.49
  2015          75             43970.72        33931.53        77902.25
  2015          76             39131.38        29768.33        68899.71
  2015          77             37266.72        27848.29        65115.01
  2015          78             36226.92        26262.53        62489.45
  2015          79             33207.66        23260.38        56468.04
  2015          80             30993.52        21376.93        52370.45
  2015          81             28739.00        19069.94        47808.94
  2015          82             27575.60        17869.69        45445.29
  2015          83             26599.41        16537.22        43136.63
  2015          84             20530.66        12656.91        33187.57
  2015          85             19377.65        11478.92        30856.57
  2015          86             16387.93         9161.34        25549.27
  2015          87             14189.79         8144.37        22334.16
  2015          88             11640.96         6334.10        17975.06
  2015          89             10198.60         5094.05        15292.65
  2015          90              8882.76         4280.02        13162.78
  2015          91              7242.70         3311.35        10554.05
  2015          92              6118.16         2628.24         8746.40
  2015          93              4773.26         1925.70         6698.96
  2015          94              3913.46         1442.59         5356.05
  2015          95              2930.68          943.58         3874.26
  2015          96              2302.15          769.46         3071.61
  2015          97              1602.93          462.73         2065.66
  2015          98              1216.51          333.22         1549.73
  2015          99               889.64          191.71         1081.35
  2015         100               644.66          149.06          793.72
  2015         101               384.49           82.10          466.59
  2015         102               235.97           43.69          279.66
  2015         103               152.30           26.15          178.45
  2015         104                94.48           20.45          114.93
  2015         105                59.21            6.55           65.76
  2015         106                22.61            4.77           27.38
  2015         107                16.49            1.72           18.21
  2015         108                 7.25            1.60            8.85
  2015         109                 7.67            0.00            7.67
  2015         110+                6.80            1.00            7.80
  2016           0            118588.87       123100.66       241689.53
  2016           1            119412.38       124423.40       243835.78
  2016           2            116582.78       121180.45       237763.23
  2016           3            117641.22       122040.83       239682.05
  2016           4            118522.78       123880.13       242402.91
  2016           5            121262.42       126337.83       247600.25
  2016           6            120226.32       125494.96       245721.28
  2016           7            117689.83       122789.26       240479.09
  2016           8            114919.11       119758.94       234678.05
  2016           9            112405.50       117200.53       229606.03
  2016          10            110997.22       116440.66       227437.88
  2016          11            110792.12       115565.11       226357.23
  2016          12            112767.65       117536.94       230304.59
  2016          13            115782.61       120565.45       236348.06
  2016          14            117241.95       122590.08       239832.03
  2016          15            120129.76       125731.48       245861.24
  2016          16            121137.17       126699.39       247836.56
  2016          17            123847.70       129038.02       252885.72
  2016          18            126887.90       131915.53       258803.43
  2016          19            131058.35       135244.53       266302.88
  2016          20            134034.75       137690.53       271725.28
  2016          21            138127.54       141376.18       279503.72
  2016          22            139768.20       143313.13       283081.33
  2016          23            143198.31       146483.07       289681.38
  2016          24            146199.94       148633.81       294833.75
  2016          25            149233.31       152225.53       301458.84
  2016          26            148837.73       151722.30       300560.03
  2016          27            143519.04       145494.77       289013.81
  2016          28            138453.01       139960.20       278413.21
  2016          29            134492.69       135155.06       269647.75
  2016          30            129401.04       129150.00       258551.04
  2016          31            125691.47       125983.72       251675.19
  2016          32            125643.12       125103.67       250746.79
  2016          33            130511.46       128623.65       259135.11
  2016          34            130362.53       128035.49       258398.02
  2016          35            123255.95       121169.41       244425.36
  2016          36            120645.93       117679.51       238325.44
  2016          37            116488.08       112808.44       229296.52
  2016          38            115087.64       111464.47       226552.11
  2016          39            117349.99       113213.13       230563.12
  2016          40            121248.35       116565.37       237813.72
  2016          41            124732.36       119865.11       244597.47
  2016          42            125470.12       120937.30       246407.42
  2016          43            124344.85       118498.58       242843.43
  2016          44            121986.30       115722.89       237709.19
  2016          45            118218.20       111931.75       230149.95
  2016          46            117473.23       110728.36       228201.59
  2016          47            119694.62       112426.68       232121.30
  2016          48            121691.30       114205.53       235896.83
  2016          49            122561.87       114645.01       237206.88
  2016          50            123650.95       115323.74       238974.69
  2016          51            124374.56       115221.12       239595.68
  2016          52            123021.57       114006.49       237028.06
  2016          53            122368.19       113152.59       235520.78
  2016          54            117284.64       107554.17       224838.81
  2016          55            113146.43       103602.32       216748.75
  2016          56            109448.63        99915.18       209363.81
  2016          57            105158.92        96037.53       201196.45
  2016          58            101290.02        93004.86       194294.88
  2016          59             97937.95        89137.72       187075.67
  2016          60             91971.45        82809.21       174780.66
  2016          61             87900.47        78923.89       166824.36
  2016          62             85233.36        76068.51       161301.87
  2016          63             80078.62        71147.34       151225.96
  2016          64             75473.98        66857.59       142331.57
  2016          65             72127.71        63590.29       135718.00
  2016          66             70651.36        61879.34       132530.70
  2016          67             67278.80        58370.70       125649.50
  2016          68             65133.32        56055.14       121188.46
  2016          69             62465.54        53034.31       115499.85
  2016          70             59622.67        50290.23       109912.90
  2016          71             56477.09        47300.31       103777.40
  2016          72             53494.84        43945.90        97440.74
  2016          73             51409.71        41277.29        92687.00
  2016          74             48587.65        38215.97        86803.62
  2016          75             45675.50        35182.48        80857.98
  2016          76             42705.20        32306.92        75012.12
  2016          77             38035.39        28416.46        66451.85
  2016          78             36040.89        26374.21        62415.10
  2016          79             34641.15        24662.29        59303.44
  2016          80             32039.37        21943.88        53983.25
  2016          81             29717.20        20016.81        49734.01
  2016          82             27498.02        17849.18        45347.20
  2016          83             26407.64        16619.58        43027.22
  2016          84             25115.67        15232.64        40348.31
  2016          85             18666.61        11014.65        29681.26
  2016          86             17103.26         9750.05        26853.31
  2016          87             14417.20         7771.19        22188.39
  2016          88             12539.79         6960.33        19500.12
  2016          89             10223.96         5384.06        15608.02
  2016          90              8777.60         4252.02        13029.62
  2016          91              7540.76         3547.00        11087.76
  2016          92              6066.70         2677.32         8744.02
  2016          93              4991.16         2075.22         7066.38
  2016          94              3864.26         1504.68         5368.94
  2016          95              3075.46         1105.57         4181.03
  2016          96              2215.68          708.57         2924.25
  2016          97              1743.15          554.45         2297.60
  2016          98              1200.93          330.73         1531.66
  2016          99               907.51          236.22         1143.73
  2016         100               637.64          128.71          766.35
  2016         101               442.66           90.05          532.71
  2016         102               258.49           52.10          310.59
  2016         103               157.97           25.69          183.66
  2016         104                92.30           15.15          107.45
  2016         105                57.48           15.45           72.93
  2016         106                38.21            3.55           41.76
  2016         107                13.61            1.77           15.38
  2016         108                 8.49            0.72            9.21
  2016         109                 5.25            0.60            5.85
  2016         110+               11.47            1.00           12.47
  2017           0            110307.76       114298.64       224606.40
  2017           1            117076.33       121498.32       238574.65
  2017           2            117690.98       122549.07       240240.05
  2017           3            116072.62       120670.52       236743.14
  2017           4            117342.43       121745.07       239087.50
  2017           5            118219.29       123516.05       241735.34
  2017           6            121112.95       126296.62       247409.57
  2017           7            119852.52       125192.96       245045.48
  2017           8            117413.21       122534.69       239947.90
  2017           9            114714.54       119527.52       234242.06
  2017          10            112414.76       117218.53       229633.29
  2017          11            110955.43       116351.16       227306.59
  2017          12            110686.44       115510.94       226197.38
  2017          13            112696.02       117435.17       230131.19
  2017          14            116033.71       120822.81       236856.52
  2017          15            118057.37       123455.36       241512.73
  2017          16            120886.21       126589.79       247476.00
  2017          17            121669.15       127344.24       249013.39
  2017          18            124184.30       129432.11       253616.41
  2017          19            127214.25       132226.10       259440.35
  2017          20            131565.09       135655.13       267220.22
  2017          21            134499.56       138010.44       272510.00
  2017          22            138661.93       141729.88       280391.81
  2017          23            140292.47       143644.24       283936.71
  2017          24            143685.47       146823.65       290509.12
  2017          25            146695.17       148895.59       295590.76
  2017          26            149728.37       152459.09       302187.46
  2017          27            149266.51       151917.06       301183.57
  2017          28            143946.44       145634.78       289581.22
  2017          29            138642.13       139886.25       278528.38
  2017          30            134421.81       134917.41       269339.22
  2017          31            129892.56       129212.26       259104.82
  2017          32            126067.90       125909.89       251977.79
  2017          33            125935.77       124899.87       250835.64
  2017          34            130907.34       128728.11       259635.45
  2017          35            130669.30       128088.97       258758.27
  2017          36            123476.01       120970.00       244446.01
  2017          37            120798.92       117372.37       238171.29
  2017          38            116570.17       112523.62       229093.79
  2017          39            115293.72       111359.11       226652.83
  2017          40            117592.02       113268.46       230860.48
  2017          41            121316.29       116437.10       237753.39
  2017          42            124713.70       119515.49       244229.19
  2017          43            125626.15       120711.63       246337.78
  2017          44            124349.18       118186.16       242535.34
  2017          45            121831.57       115218.54       237050.11
  2017          46            118184.84       111598.70       229783.54
  2017          47            117049.17       109986.46       227035.63
  2017          48            119549.40       111881.27       231430.67
  2017          49            121727.30       113929.35       235656.65
  2017          50            122434.05       114278.55       236712.60
  2017          51            123228.84       114640.92       237869.76
  2017          52            123874.95       114464.55       238339.50
  2017          53            122610.03       113124.76       235734.79
  2017          54            122069.02       112428.13       234497.15
  2017          55            116775.13       106805.13       223580.26
  2017          56            112779.28       102775.19       215554.47
  2017          57            108088.22        98177.02       206265.24
  2017          58            104742.01        95299.72       200041.73
  2017          59            101412.92        92698.71       194111.63
  2017          60             97704.65        88594.68       186299.33
  2017          61             91544.33        82006.00       173550.33
  2017          62             87276.28        77886.57       165162.85
  2017          63             84799.01        75113.45       159912.46
  2017          64             79657.21        70257.06       149914.27
  2017          65             74869.38        65950.91       140820.29
  2017          66             71534.53        62409.66       133944.19
  2017          67             69480.76        60212.17       129692.93
  2017          68             66561.98        57222.89       123784.87
  2017          69             64549.24        55038.97       119588.21
  2017          70             61993.72        52064.10       114057.82
  2017          71             58954.98        49146.79       108101.77
  2017          72             55702.50        46118.01       101820.51
  2017          73             52626.88        42662.32        95289.20
  2017          74             50477.13        40181.10        90658.23
  2017          75             47541.85        36971.05        84512.90
  2017          76             44902.53        33987.00        78889.53
  2017          77             41431.68        30651.37        72083.05
  2017          78             36877.41        27029.63        63907.04
  2017          79             34677.05        24828.18        59505.23
  2017          80             33027.38        23009.09        56036.47
  2017          81             30768.09        20592.43        51360.52
  2017          82             28382.88        18598.74        46981.62
  2017          83             26290.04        16680.47        42970.51
  2017          84             25088.67        15403.53        40492.20
  2017          85             23549.93        13935.11        37485.04
  2017          86             16819.55         9444.44        26263.99
  2017          87             14856.87         8045.22        22902.09
  2017          88             12473.47         6433.09        18906.56
  2017          89             10959.79         5907.33        16867.12
  2017          90              8785.96         4475.06        13261.02
  2017          91              7408.60         3490.02        10898.62
  2017          92              6256.76         2818.00         9074.76
  2017          93              4907.70         2127.32         7035.02
  2017          94              4005.16         1612.22         5617.38
  2017          95              3047.26         1134.68         4181.94
  2017          96              2380.46          797.57         3178.03
  2017          97              1667.68          493.57         2161.25
  2017          98              1280.15          372.45         1652.60
  2017          99               874.93          215.73         1090.66
  2017         100               628.51          153.22          781.73
  2017         101               416.64           84.71          501.35
  2017         102               303.66           60.05          363.71
  2017         103               161.49           32.10          193.59
  2017         104               101.97           15.69          117.66
  2017         105                62.30            8.15           70.45
  2017         106                34.48           12.45           46.93
  2017         107                18.21            2.55           20.76
  2017         108                 6.61            1.77            8.38
  2017         109                 5.49            0.72            6.21
  2017         110+                7.72            1.60            9.32
  2018           0            106853.18       110892.81       217745.99
  2018           1            110229.76       114216.64       224446.40
  2018           2            117043.33       121452.32       238495.65
  2018           3            117672.98       122523.07       240196.05
  2018           4            116049.62       120652.52       236702.14
  2018           5            117330.43       121729.07       239059.50
  2018           6            118208.29       123505.05       241713.34
  2018           7            121098.95       126279.62       247378.57
  2018           8            119837.52       125174.96       245012.48
  2018           9            117396.21       122520.69       239916.90
  2018          10            114697.54       119516.52       234214.06
  2018          11            112397.76       117205.53       229603.29
  2018          12            110942.43       116330.16       227272.59
  2018          13            110673.44       115491.94       226165.38
  2018          14            112677.02       117414.17       230091.19
  2018          15            116008.71       120788.81       236797.52
  2018          16            118032.37       123412.36       241444.73
  2018          17            120856.21       126513.79       247370.00
  2018          18            121636.15       127252.23       248888.38
  2018          19            124143.30       129346.11       253489.41
  2018          20            127175.25       132106.10       259281.35
  2018          21            131525.09       135533.13       267058.22
  2018          22            134460.56       137868.44       272329.00
  2018          23            138607.93       141600.87       280208.80
  2018          24            140242.47       143511.24       283753.71
  2018          25            143648.47       146671.65       290320.12
  2018          26            146647.17       148745.59       295392.76
  2018          27            149680.37       152321.09       302001.46
  2018          28            149214.51       151749.06       300963.57
  2018          29            143892.44       145458.78       289351.22
  2018          30            138578.13       139718.24       278296.37
  2018          31            134359.81       134751.40       269111.21
  2018          32            129844.56       129064.26       258908.82
  2018          33            125985.90       125741.88       251727.78
  2018          34            125870.77       124732.86       250603.63
  2018          35            130834.34       128535.11       259369.45
  2018          36            130594.30       127906.97       258501.27
  2018          37            123394.01       120791.00       244185.01
  2018          38            120713.92       117206.37       237920.29
  2018          39            116469.17       112319.61       228788.78
  2018          40            115209.72       111150.11       226359.83
  2018          41            117495.02       113097.45       230592.47
  2018          42            121185.29       116199.09       237384.38
  2018          43            124560.70       119243.49       243804.19
  2018          44            125501.15       120386.63       245887.78
  2018          45            124187.18       117843.15       242030.33
  2018          46            121647.57       114878.54       236526.11
  2018          47            117980.84       111279.70       229260.54
  2018          48            116842.17       109658.45       226500.62
  2018          49            119336.40       111479.26       230815.66
  2018          50            121495.30       113528.34       235023.64
  2018          51            122155.05       113786.54       235941.59
  2018          52            122922.84       114129.91       237052.75
  2018          53            123544.95       113882.54       237427.49
  2018          54            122248.03       112520.75       234768.78
  2018          55            121723.02       111795.12       233518.14
  2018          56            116379.13       106090.12       222469.25
  2018          57            112366.28       102073.18       214439.46
  2018          58            107670.22        97460.01       205130.23
  2018          59            104280.01        94521.71       198801.72
  2018          60            100929.92        91814.69       192744.61
  2018          61             97234.65        87730.66       184965.31
  2018          62             90996.33        81174.99       172171.32
  2018          63             86715.28        76994.55       163709.83
  2018          64             84148.01        74135.43       158283.44
  2018          65             79015.21        69313.05       148328.26
  2018          66             74215.38        64974.89       139190.27
  2018          67             70840.53        61416.64       132257.17
  2018          68             68799.76        59178.15       127977.91
  2018          69             65786.98        56055.87       121842.85
  2018          70             63661.24        53854.95       117516.19
  2018          71             61062.72        50817.08       111879.80
  2018          72             58065.98        47848.77       105914.75
  2018          73             54744.50        44783.99        99528.49
  2018          74             51660.88        41291.29        92952.17
  2018          75             49423.13        38771.07        88194.20
  2018          76             46431.85        35558.03        81989.88
  2018          77             43690.53        32525.97        76216.50
  2018          78             40283.68        29274.35        69558.03
  2018          79             35712.41        25611.60        61324.01
  2018          80             33432.05        23443.15        56875.20
  2018          81             31714.38        21596.06        53310.44
  2018          82             29334.09        19204.40        48538.49
  2018          83             26907.88        17161.72        44069.60
  2018          84             24858.04        15305.45        40163.49
  2018          85             23487.67        14003.50        37491.17
  2018          86             21889.93        12548.09        34438.02
  2018          87             14934.55         8064.41        22998.96
  2018          88             12998.87         6748.20        19747.07
  2018          89             10647.47         5195.07        15842.54
  2018          90              9279.79         4850.31        14130.10
  2018          91              7307.96         3620.05        10928.01
  2018          92              6039.60         2752.01         8791.61
  2018          93              5002.76         2180.99         7183.75
  2018          94              3855.70         1610.31         5466.01
  2018          95              3080.16         1197.21         4277.37
  2018          96              2275.26          810.68         3085.94
  2018          97              1734.46          547.57         2282.03
  2018          98              1192.68          338.57         1531.25
  2018          99               890.15          237.45         1127.60
  2018         100               588.93          139.72          728.65
  2018         101               397.51           94.22          491.73
  2018         102               271.64           50.70          322.34
  2018         103               183.66           38.05          221.71
  2018         104               103.49           18.10          121.59
  2018         105                57.97            7.69           65.66
  2018         106                36.30            5.15           41.45
